content,date,stars,title,company,user
"American Whitewater Expedition Rocks!!! Our guide was ""Brian"" and I hope this to be the best review he ever receives so far! I just cant say enough about him. We took all our nieces, nephews and daughters on this class 3, 15 mile trip down...",28-Jun-16,50,American Whitewater Expedition Rocks!!!,American Whitewater Expeditions,H2oclrart
"Our GS Troop went on the 2 day South Fork/Middle Fork rafting trip. There were 13 people (4 adults & 9-15 year old girls). The trips were so much fun. Our guides Michelle, Christian, JC & Eli kept us safe while explaining how to run...",26-Jun-16,50,Amazing Fun!,American Whitewater Expeditions,Vala R
"Fantastic way to spend a family weekend and decompress. We did the South Fork. Our instructor was Eli from New Zealand was super pleasant, but most of all he really knew what he was doing. Our daughters 7 and 9 both had a blast. Totally...",12-Jun-16,50,Blown away!,American Whitewater Expeditions,Tonik P
Did the half day tour the last week of May and it was great!! Our guide Gustavo was really super - very safety-conscious and very patient with those of us who are no longer twenty years old and in great shape :) We left the...,5-Jun-16,50,So so so much fun!!!!,American Whitewater Expeditions,z726beth
I can't speak highly enough about my experience with White Water Expeditions. We took a day trip down American river with lunch included half way down. The lunch was fantastic and a great setting for it. The scenery on the trip was amazing and mind...,22-Oct-15,50,World Class,American Whitewater Expeditions,A TripAdvisor Member
After much deliberation with family members we eventually committed to the booking of the White water rafting in late August of this year for a day trip down the American River. The apprehension amongst us was easily identified by the superb support team who made...,16-Sep-15,50,Family experience of a life time,American Whitewater Expeditions,JohnMoli
"Our family was looking for a long weekend activity this summer that would meet the needs of age ranges 9 to 80. We found American Whitewater Expeditions. We booked the 2 day south fork trip with an overnight stay at camp. We had 8 adults,...",15-Sep-15,50,Awesome Family Memories,American Whitewater Expeditions,Susan F
"The highlight of this class 2 & 3 whitewater experience for our group was our river raft guide, Wyatt. He was very friendly, and we really enjoyed his commentaries about the river and rapids, and how he contributed to our enjoyment of our first whitewater...",19-Aug-15,50,Exciting Whitewater Experience,American Whitewater Expeditions,CMLOSANGELES
"I have to first say we had a total of 8 in our group. We had the most amazing guides and driver. Andres, Kevin and Jolene was the most professional and fun group. I was amazed how much fun I had on the Middle Fork....",29-Jul-15,50,A Great Day on the Middle Fork,American Whitewater Expeditions,Jimmy G
"Full Day - South Fork of the American River July 16, 2015. First I will tell you about this company/organization, then the actual adventure and what you need to know to plan your trip.
I booked this trip earlier in the year when our family...",23-Jul-15,50,Fun! Fun! Fun! A must do!!,American Whitewater Expeditions,Regina S
My husband and I both like to raft but have only gone a couple of times. I like to camp but he doesn't so I wasn't sure how our weekend would go. I'm happy to report thanks to the stellar team at AWE - we...,14-Jul-15,50,Loved everything about our rafting weekend!,American Whitewater Expeditions,berttaylorhanson
"We went with a party of 44 from kids to adults and had a blast on the lower American River. It was the perfect day, sunny and not to hot and not too cold. I would recommend waterproof sunscreen, water shoes and synthetic athletic clothing...",12-Jul-15,50,Lower American River---yahoo!!!,American Whitewater Expeditions,Sandra L
We did the Southfork 2 days and the Middlefork on one last day. The guides are 10 stars!!! They all go above and beyond to keep it safe and keep it fun. They are a family - a community. The campground is lovely with great...,29-Jun-15,50,Best Family Vacation!!,American Whitewater Expeditions,Laura G
The guides were super helpful and nice!! They kept us calm and exited to go rafting!! Five stars!!! It was the best experience of our life!!,22-Jun-15,50,Yay Gustavo!!,American Whitewater Expeditions,Jennifer A
Don't be fooled by other companies that play games with their prices on Groupon. American Whitewater is THE company to use in Coloma. We scheduled our full day trip for 8 people down the South Fork in advance and took advantage of the midweek family...,16-Jun-15,50,This is the rafting company to use! First Class experience with no hidden costs,American Whitewater Expeditions,Jeremy R
"I go here on an annual group trip and I love it! The staff here is really nice, they accommodate gluten free which is awesome, and I have rode both north and south fork. Mind you I cant swim and my first trip I was...",30-May-15,50,"Second year in a row, love it!",American Whitewater Expeditions,Bayareavenus
"AWE stands for AWEsome! Last week, took my kids ages 12 and 14 on the South Fork 2 day trip (really 1.5 days, the second day is Chile Bar, which is only 2 hours on the river). We had done a few half day trips...",10-Apr-15,50,Super fun!,American Whitewater Expeditions,GNMD2015
"I travelled to do a rafting experience on my own. I booked at very short notice.
As I arrived I was greeted by Arnie who knew my name as he was expecting me (maybe I was easy to identify as a solo traveller) however he...",29-Mar-15,50,Fantastic Day,American Whitewater Expeditions,EnglishJen
"Background Disclaimer: Our daughter is a rafting guide with American Whitewater Expeditions (AWE). We believe we are capable of discerning if our reviews are biased.
Verdict: Our daughter chose to work with AWE as a rafting guide because they are considered possibly the most competent,...",21-Sep-14,50,"Competent, Safety Concious, Well Organized, Fun, Fun, Fun",American Whitewater Expeditions,GlobalVillage
"Having never rafted, I wasn't sure what to expect. My husband and I went on the South Fork trip and never came close to any kind of danger. I think we both wished we'd tried the Middle Fork instead because it would have been a...",17-Aug-14,50,Great first time experience!,American Whitewater Expeditions,minipenne
"My husband, 12 yr old son and I had never white water rafted before and were advised to do the South Fork trip. It was PeRfEcT! We did the full river tour. We arrived at the camp at 8:30 am for sign ups and orientation....",17-Aug-14,50,Absolutely Wonderful Experience!,American Whitewater Expeditions,casey k
"We took a large group (41 people) for 2 days of whitewater rafting and kayaking. The guides were well informed, fun and provided outstanding training. The food was really good and plentiful. Water level was low due to drought restrictions and the river was a...",5-Aug-14,50,Outstanding trip and guides,American Whitewater Expeditions,timg742
"Went rafting with these characters today, middle fork of the American river. I cannot begin to tell you how much fun this was, but here is the quick version.
We took advantage of the free camping the night prior to our trip, nice facilities, nice...",17-Jul-14,50,This group is awesome,American Whitewater Expeditions,Jeff C
"It has been more than 20 years since our last white water rafting experience, but this full day on the Middle Fork with Tom as our AWE guide, was the best!!!
We chose to be picked up in Auburn as we were staying in Lake...",6-Jul-14,50,WOW!!!!,American Whitewater Expeditions,Glenn H
"This was the first time whitewater rafting for my daughter(25) and me. We did the day and half trip with 2/3 level rapids. We had a fantastic experience. We did the camping at their site, had their meals and did the southfork gorge and chilibar...",6-Jul-14,50,Excellent whitewater rafting trip,American Whitewater Expeditions,jlk703
"I love whitewater rafting. This was my 5th trip to the American River. On my previous 4 trips I have always used a different outfitter. This year I knew i would go with AWE again. Last year, I was blown away by the amount of...",29-Jun-14,50,Fantastic trip,American Whitewater Expeditions,Mykinsocal
Just returned from two separate days of rafting with AWE over Memorial Day weekend. We were a group of four families with kids aged 10 to 16 and had an absolute blast. Our entire group did a half day on the South fork then split...,26-May-14,50,Awesome outfitter,American Whitewater Expeditions,kippk
"Ask for guide Stacey, she was great. We took the day trip in the lower gorge because our kids 11- 14 had never rafter before. The trip is a relatively easy one so if you want something more exciting try the upper gorge. Lots of...",5-Aug-13,50,Great time.,American Whitewater Expeditions,Mojomajoel
"We went on a 1 day South Fork trip with American Whitewater Expeditions and had a great time. Excellent guides, high quality equipment, good safety instruction and gear and very professional staff. Rafting is really fun, and the river is beautiful. Highly recommend.",29-Jul-13,50,Whitewater fun!,American Whitewater Expeditions,LakersFanSB
Im sure many companies can get you in a raft and take you down the river. The staff of American Whitewater Expeditions take it to the next level. Not only do they create a relaxing and fun environment but they believe in service. Just one...,17-Jul-13,50,Amazing service,American Whitewater Expeditions,Robby T
"Our group of 11, ranging from 8 years to 63 years went rafting with this company a few weeks back. All of us had a great time. We arrived pretty late the previous night and appreciated having the tents all set up for our camping...",17-Jun-13,50,White Water Rafting with Kids - South Fork,American Whitewater Expeditions,WaynaKutty
Our family decided to celebrate Mother's Day weekend with a trip to Gold Country. Our 11 year old was especially excited to go rafting. Mom was excited to sleep in ;-) American Whitewater Expeditions had just the trip to satisfy both of us - the...,12-May-13,50,Great Fun!,American Whitewater Expeditions,Goldenmom2
"Two buddies and I joined American Whitewater for an expedition on the Middle Fork as part of a four day road trip from BC.
I wasn't sure what to expect, but the equipment and food was great. What sold the experience for me though was...",8-May-13,50,Excellent first time whitewater experience on the Middle Fork!,American Whitewater Expeditions,GeoGeek-BC
"While I am not a huge fan of rafting, my husband wanted me to try again. I am so happy I did. It was a blast. The staff here was great. They were friendly & helpful the entire time. The location was beautiful and the...",27-Feb-13,50,Crazy fun!,American Whitewater Expeditions,Angelica G
"I did the North and South fork last May. I had an amazing time. This was my first time rafting and I can't wait to go back with my husband and kids this June! The staff was very friendly and informative, making me feel very...",21-Feb-13,50,Can't wait to go back!,American Whitewater Expeditions,Lindsey B
"If you are looking for a fantastic rafting experience full of great memories for you and your family, then look no further. This place has it all, and the best campground, by far, in the area.
I took my family rafting at American Whitewater Expedition...",12-Feb-13,50,"What an excellent trip, with fantasic memories, to spend with your family!!",American Whitewater Expeditions,Katie K
First off my wife and I arrived about 4:00 pm on Wed with no one to greet us as advertised. So we had to search for someone in the staff to find what camp site was ours. Finally we found a staff member in camp...,17-Jul-11,20,Camp someplace else,American Whitewater Expeditions,surfdog69
"We did the two day trip on the South Fork and had a super time. Chafic (sp?) was an amazing, fun and safe guide. Campground was nice, food was good, and guides were alot of fun. Would absolutely use this company again.",16-Jul-11,50,Super fun time!,American Whitewater Expeditions,JAK1227
We had a party of 5 adults and 4 kids and we spent a day with American Whitewater rafting the South Fork. Our kids range in age from 8 - 10 and all of them had a great time - just enough whitewater to give...,25-Jul-08,40,Great time with this company...,American Whitewater Expeditions,Anita40
Absolutely amazing experience with extraordinary feeling of safety while rafting. American Whitewater Expeditions made our first family rafting trip the most amazing adventure to date! We chose to do the two day South Fork rafting trip with a tent and meals included…we only needed to...,15-Jul-08,50,"American River Whitewater Expeditions, Awesome, Fun and Safe",American Whitewater Expeditions,BumbaDad
"It was an incredible day!!!
My kids and I had a blast!!! We felt safe and well taken care of!!
I would recommend alpine to everyone in golden!!!",2-Nov-17,50,Best rafting ever!,Alpine Rafting,yippee
I've rafted a dozen rivers through the years but no outfit has been more professional than this one. We had a truly great day on the river beginning to end and could not have been happier with the experience. I would highly recommend Alpine Rafting...,19-Sep-17,50,Kicking Horse River Full Day Trip,Alpine Rafting,wbradw78
"Great time Whitewater rafting down the Kicking Horse River. The staff was so great! I was very nervous as it was my first time white water rafting but felt so confident and comfortable with the staff, my mind was put at ease right from the...",18-Sep-17,50,Loved it!,Alpine Rafting,Lori1964931
My family and I had an amazing experience white water rafting with Alpine Rafting. We shared a ton of laughs and thrills. Our guide Mel was awesome and super helpful as well!,18-Sep-17,50,Our First White Water Rafting Experience,Alpine Rafting,tld625
"It was a fun day that ran very smoothly and just as described. Cool to raft on glacier water and although it sounds cold, with the wet suits on I'd say it was more refreshing than freezing. A lot of fun with great guides. Would...",18-Sep-17,50,Fun day on the water,Alpine Rafting,kelseyd_04
"We did the family gentle option. There were some exciting rafts at the beginning, the rest was rather gentle, but nevertheless enjoyable. Our guide was knowledgeable and fun. Lunch was tasty. Everything went smoothly. Would highly recommend!",18-Sep-17,50,fun experience for the whole family,Alpine Rafting,marj246
"Great rafting experience and excellent guides.
The views are stunning and you will experience a real Canadian experience.
We could swim at the end although the water was really cold.
They teach you very well how to perform in the river.
You won't regret!!
Go...",18-Sep-17,50,Great rafting experience,Alpine Rafting,Myriam P
"Well organized, good atmosphere. Good lunch. Safe. Nice people. Exciting! Recommended. Beautiful nature. Clothing provided.
A full day booked, but was already at 15h back at office.",14-Sep-17,40,Great trip! Exciting!,Alpine Rafting,VisThee
"The raft guys were amazing,very knowledgable And safety orientated. The food was great you get to hear some history of the area see beautiful scenery.not once did I think I was going to die.I took my 65-year-old aunt and she had an absolute blast.The water...",11-Sep-17,50,Great river fun,Alpine Rafting,campingcamel
Had a great time on the river for the afternoon. Great instruction and enthusiasm from the guides. Highly recommend this experience!!,11-Sep-17,50,So much fun!!,Alpine Rafting,Patricia B
Wish there were more scary rapids. There were a few good splashes and some fun parts. Great for beginners rafting. But I think I'm an adrenaline junky and I would rate this rafting experience a 6/10. Our guide was good at his job but kept...,17-Aug-17,30,Good for your 1st rafting trip,Alpine Rafting,Stephanie B
"Our guide was ""Ben"" from Lester, England and he was entertaining, knowledgeable, and a very experienced river kayaker and rafter. He was fabulous! It was our first experience rafting and though the first half was very tame, the second half was a lot fun. We...",16-Aug-17,40,Kicking Horse River Rafting,Alpine Rafting,TheFerns1
"Simply fantastic! Our ""guide"" was extremely attentive especially for our 3 kids (of which the youngest had just turned 5)... we obviously took the family tour .",15-Aug-17,50,What an adventure!,Alpine Rafting,Andy Z
"My family participated in the Wapta Falls SUP tour and it was beyond great! We all had such a great time... It was challenging but so rewarding. Props to Mike was super chill and patient with all of us !
Try this tour!!",15-Aug-17,50,So much fun!,Alpine Rafting,Troyandcindy A
"Excellent operation in Golden for Rafting. Jimmy and his team run a fantastic day trip down the kicking horse river. Excellent guides, great fun - with a stop for Lunch half way. Lunch had great choices of Chicken, Steak or Veggie Burgers and Cookies! and...",15-Aug-17,50,Amazing time!!,Alpine Rafting,Joanne A
"Alpine are by far the best rafting outfitters out there. The trip was great. Jake was our guide, and he was great, super fun and very nice. If you are around the Canadian Rockies, definitely take the time to raft the Kicking Horse with Alpine....",15-Aug-17,50,Great rafting trip!,Alpine Rafting,Franklin F
"My first experience in white water rafting was exceptional with an excellent staff, friendly and dedicated. A full day rafting in Kicking Horse river with a delicious food. I totally recommend Alpine rafting. Thanks for all the FUN",14-Aug-17,50,Great adventure,Alpine Rafting,serrat82017
"Show up in a bathing suit as there's little room to get changed. Otherwise, everythings
great, they're organized and have clean equipment (some places have wet suits that smell like dirty feet).",14-Aug-17,40,"Jake is an excellent guide, super fun and has lots of info about touring the area as a whole.",Alpine Rafting,alwayslarat
"great experience. Booking was easy, day was fun, meal was fantastic. Our guide Ben was awesome, and no one fell out! Water is cold no matter when you go but you really don't feel it. If you hate the sun in your eyes get a...",14-Aug-17,50,bucket list item checked,Alpine Rafting,959daynad
"White water rafting on the Kicking Horse with Alpine Rafting was so much fun. We had an excellent rafting guide, Drew who was knowledgeable about the river, the area and how to get the biggest splash for our dollar. We had a great BBQ dinner...",13-Aug-17,50,Fun rafting trip,Alpine Rafting,JoanAndDantravel
This was a fun experience. We all were impressed with the staff. One of our group fell out in the Shotgun Rapids and Mike our guide saved her and kept us all very calm. We are old foggies (60's) so we appreciated his calmness and...,13-Aug-17,50,Life saver!,Alpine Rafting,154pamelas
"My first time white water rafting and it was so fun!! Our guide, Tyler, was super friendly and knowledgeable. The lunch was delicious and the whole operation ran like a well oiled machine. These guys know their stuff! Highly recommend Alpine to anyone looking for...",13-Aug-17,50,Exhilarating! ,Alpine Rafting,LeiaCalwell
"On our summer road trip we decided to book with alpine for the half day rafting excursion through Groupon and it all went smooth! We got there early and got Suited up, they provide everything except for the bathing suit you wear underneath the wet...",12-Aug-17,50,Wonderful experience ,Alpine Rafting,KBwinnipeg
"Awesome trip, Drew was a great guide, very entertaining and he gave great I found about the river and surrounding areas. He made sure we hit all the good waves and pockets. The only complaint I had was that someone had ordered a different meal...",12-Aug-17,50,Full day rafting trip. ,Alpine Rafting,Danstr15
Our guide was Bill. Awesome guide. We had a blast with him! This was a first for us and he made sure we got the full experience. Got good and wet but was so thrilling! Will definitely be going again!!! Thanks again Alpine and Bill...,11-Aug-17,50,So Fun!!!,Alpine Rafting,taralee3
Ub been to many rafting places this is by far the best for your money! The staff are super friendly and really nice. They are professionally trained to keep you safe while give out an awsome time!!!!!!!,11-Aug-17,50,BEST PLACE TO GO RAFTING!!,Alpine Rafting,pwalkin
Had a wonderful half-day whitewater rafting experience. Our guide Mike did a great job. He maneuvered the raft (intentionally for fun) so that people on the raft might fall into the river in a safe place. Of course I enjoyed a short swim in the...,11-Aug-17,50,Awesome rafting experience,Alpine Rafting,Haruya S
"We booked the whole day rafting tour and loved the whole experience. Everything was well organized and the food was great. Our guide, Drew, made the rafting tour really fun. He knew all the spots to get a great splash and made sure we were...",10-Aug-17,50,Rafting Tour,Alpine Rafting,Sarah I
"Great experience with the Alpine rafting group. They were easy to book online, seamless registration and setup on the day of the rafting, and fantastic staff throughout.
I did the full day excursion with my two teenagers, and we all loved every minute. Our guide...",9-Aug-17,50,Great experience!,Alpine Rafting,ksavic
"Great fun on the Kicking Horse River. We had a fantastic time - my family particularly enjoyed it when I fell in! I would have still been in there except for Bill's great training and barked instructions ""pull him out!""
A really ""sweet"" experience and...",8-Aug-17,50,Big up to Bill our raft captain ,Alpine Rafting,bigh1961
"The whole day tour is the way to go if you want some real fun in the rapids, but expect the odd challenge. The morning was a breeze, lunch delicious and the afternoon full of action. We are in our fifties with our teenage kids...",1-Aug-17,50,Thanks Bill!,Alpine Rafting,jlolo
"We booked as a group for a team building event and it was the best decision we made. From the moment we showed up, we were greeted by friendly faces and despite the chaos of trying to organize so many people at once, they did...",31-Jul-17,50,Team building success!,Alpine Rafting,Dani P
"Everybody in our group of 5 had a great time. The staff and guides were friendly, entertaining and knowledgeable. AJ delivered the safety briefing and made it extremely funny and entertaining. Our guide Mel was knowledgeable and professional and was able to get us (all...",31-Jul-17,50,Excellent experience,Alpine Rafting,Brent A
"It was our 1st time on whitewater. We dd the full day which we thoroughly enjoyed.The morning is a good introductions, suitable for younger children. The afternoon is where the real excitement starts, suitable for Adults and older teenagers.
If you can only afford a...",30-Jul-17,50,"My Wife was nervous, but she loved it.",Alpine Rafting,Newbury_Chief
"There's about a dozen companies that raft the Kicking Horse, what made us choose Alpine were the glowing Tripadvisor reviews and the fact that they're only one of two companies that raft an extra few kms in Yoho. We couldn't be any happier with our...",30-Jul-17,50,Amazing Day of Rafting,Alpine Rafting,Ayob B
"Booked at the last minute. Had a great day, weather was perfect and the staff at Alpine were friendly and professional. They supplied all the equipment needed to make the trip pleasurable, such as wet suits, life jackets, and helmets. Great safety briefing and our...",30-Jul-17,50,Great day white water rafting! Thanks Alpine.,Alpine Rafting,SFlavel
"We had an absolutely fantastic half day rafting with Alpine rafting. It was all very organised and all the equipment we used from the wet suits right through to the rafts was of great quality. All of the staff we encountered were fun, charismatic and...",29-Jul-17,50,Fantastic activity! ,Alpine Rafting,Charlie S
"This was a last minute activity for us, booked the night before. I choose this company because they had a $5 discount if you booked online and they advertised rafting a for a longer distance than other companies which meant that we got an extra...",29-Jul-17,50,Great afternoon on the Kicking Horse!,Alpine Rafting,Sarah O
"This was my first time white water rafting and I loved it! We had a great guide Caleb who made the trip lots of fun. He was knowledgeable, good at what he does and he had a great sense of humor.
I was a little...",28-Jul-17,50,Great first time white water rafting!,Alpine Rafting,jdonovan7
Had an awesome day with Jake. He was very knowledgable about the area. One thing to be wary of is that you have to help them with the boat at the end of your trip. The pictures that we got were only three (x&5.00) and...,26-Jul-17,50,White water rafting,Alpine Rafting,mbutterfly14
"There are five companies that guide on the Kicking Horse River. My problem was to choose the right company the first time. I chose Alpine Rafting company by the number of positive reviews, the menu of lunch, the interaction of the person I talked to...",26-Jul-17,50,"Great Time had by All, The Highlight of the Week!",Alpine Rafting,buchwd
"Very organized, epic scenery, great riverbank lunch, exciting rapids and excellent guides. Awesome experience.",26-Jul-17,50,Incredible staff and river,Alpine Rafting,justgje
"Everybody at Alpine Rafting was nice and helpful. Truly a good experience. The rapids were fun, especially the Class 4 rapid. Would try again one day",25-Jul-17,50,The 3 hour trip was amazing. Highly recommend for any visitor.,Alpine Rafting,Master P
"All Day Rafting with Alpine was by far one of our best experiences! I was a bit hesitant, so thankful to have done this! The staff, superb! The ladies upon arrival, and preparing lunch.. awesome shore lunch I've ever had!
We had a fun group!...",25-Jul-17,50,Chickens and Thighs.. Just do it!!,Alpine Rafting,TanyaRuth
"What was the best part of our family vacation? It was a stop at Alpine for a rafting excursion down the Kicking Horse. It was a first time experience for my 14 year-old twin boys, so we wanted it to be thrilling, not scary, and...",25-Jul-17,50,What a thrill,Alpine Rafting,reganplaybyplay
"Middle Canyon of the Kicking Horse River is a good and fun rafting trip of Class 3 and Class 4 rapids.
the folks at Alpine were lovely and good fun and reassuring. very good equipment.
only 1 person from 6 boats fell in. my kids...",25-Jul-17,50,Just do it,Alpine Rafting,CP1966942
"Alpine Rafting is a friendly, slick and very professional organisation with great guides and first rate equipment, who make sure you have a fun and safe experience. We were a party of 6, 4 kids from 12 to 15 yrs old and two dads of...",25-Jul-17,40,Great fun and a great introduction to White Water Rafting,Alpine Rafting,RHONE74
"We have just come back from a day of rafting with the amazing Bill as our guide. I cannot recommend Alpine Rafting highly enough, everything was so well organised throughout. I am definitely not the ""outdoors"" type, but this may have changed all that as...",22-Jul-17,50,Incredible experience ,Alpine Rafting,roostorm
"I was originally booked for heli-rafting but was swapped over to extreme. Honestly. I aint even mad, was thee most amazing first experience and worth it. We got a smaller raft, so we all got to have a bit more control with the raft and...",22-Jul-17,50,Alpine Rafting - First time ,Alpine Rafting,Tesiyna L
"14 of us - adults and kids from 12-18 - had an absolute blast with Sean and Scott! We did the half day trip and it was just brilliant. Safe, professional, fun, great crew top tp bottom!",22-Jul-17,50,Awesome time!!!,Alpine Rafting,Stuart P
There is a variety of different sized rapids. The guides where very friendly and professional. The lunch they serve is also great. Very good experience.,11-Sep-17,50,Really good experience!,Alpine Rafting,florianboxhorn96
It was an amazing experience rafting on the kicking horse river! There was a good range of rapid types and we had so much fun! Would recommend it to anyone!,11-Sep-17,40,Amazing Experience,Alpine Rafting,Berkley P
"For someone who had never ranted, is 57 and scared of water, it was a great trip. Peter took the time and really explained everything and made sure our ride was safe and fun and I was so happy never to get thrown overboard. We...",11-Sep-17,50,Great rafting,Alpine Rafting,Sandra G
"The team at Alpine Rafting is awesome from booking to rafting.
Always insightful and happy to bring us down kicking horse river. I like the fact the we get more water coverage compared to the other rafting company.
Always 2 thumbs up for you guys.",11-Sep-17,50,Always a blast,Alpine Rafting,Jessica B
Ben and all the crew at Alpine did an awesome job of guiding us down the river and making it fun! The lunch was also fantastic. Definitely a great memory for my family!!,11-Sep-17,50,Awesome Whitewater Rafting Trip,Alpine Rafting,Gilbert L
"We did a day trip with barbecue lunch including some grade 4 rapids. Bright blue sky, amusing introductions and safety training. We all felt in safe hands and Bill was great, really funny. Our boys 15 and 13 really enjoyed it and we would definitely...",8-Sep-17,50,Awesome rafting with Bill on Kicking Horse River,Alpine Rafting,cathhopkins
"The Alpine rafting adventure was an outstanding experience. The reception personnel were polite and professional. Our guide, Bill, introduced us to the equipment in a manner that was informative, while being entertaining with his exceptional sense of humour. Once we arrived at the starting point...",6-Sep-17,50,Oh what a day! Pure fun!,Alpine Rafting,BlueWomyn
Wasn't sure who to pick when I was first looking at whitewater companies but I'm glad I chose Alpine. We did the whitewater half day trip - which wasn't too too crazy for those debating a more relaxed trip. The process was very quick and...,5-Sep-17,50,Awesome trip!,Alpine Rafting,John Oakley W
"A solid company with professional and friendly staff that instilled confidence in new rafters. Dry suits and booties were of a high quality. I was very happy with the clear instructions given, to prep us before arrival at the rafting site. We left the office...",4-Sep-17,50,Awesome first rafting experience!,Alpine Rafting,Monk3791
"Excellent grade 3 & 4 rapids on the kicking horse river! All guides were very knowledgeable and skilled. Mike, our guide was fantastic. The first half was a bit slow with family rafting, the second half picked up nicely. All in all, a wonderful experience....",3-Sep-17,50,Awesome fun rafting,Alpine Rafting,akulkarn
We did this trip with a six and eight year old. This means you have to do the gentle family raft option. This is a morning followed by lunch (you then get a bus back whilst the rest of the group tackle the harder rapids)....,3-Sep-17,50,Family trip,Alpine Rafting,James W
