content,date,stars,title,company,user
"I booked the 7:30pm Sunday night tour, along with my two teenaged daughters. Mike, our tour guide, provided excellent history along with creepy stories from in and around downtown Charleston. The tickets were easily booked online, and very clear directions were provided for meeting up...",5-Oct-17,50,Fun and interesting ghost tour,Old Charleston Walking Tours,Greta N
We took the 7:30 tour with Mike and it was a great tour. His knowledge of Charleston and ghost/history is unmatched! Can't wait to get the photos developed!,27-Sep-17,50,Ghost walk with Mike Brown,Old Charleston Walking Tours,Lyn S
"I went with friends. I have been on another night tour of the graveyards, but this was different. I like that if you book a tour with Mike, Mike is your guide, not a random employee. Mike is a great storyteller and had photos and...",25-Sep-17,50,Great storytelling and very interesting,Old Charleston Walking Tours,Nottoopicky_12
"I had a thoroughly interesting experience on my tour. Ruth was knowledgeable and top notch tour guide.
Tons of info presented in an interesting and professional manner.
Would totally recommend.",24-Sep-17,50,Old charleston Walking history tour ,Old Charleston Walking Tours,LPC6
Mike Brown is great storyteller and also had many pictures to show us on his evening ghost tour. He even kept things interesting by telling a story as it's been known in the past only to surprise us with a twist in the story after...,24-Sep-17,50,Fantastic tour with great stories,Old Charleston Walking Tours,Jeff R
"Our tour guide, Mike Brown, was fantastic. He has definitely put a lot of research into the various stories and locations that are explored on the tour. A great way to get some of the history of Charleston as well as a some great, spooky...",17-Sep-17,50,Great Ghost Tour,Old Charleston Walking Tours,pjw842
"Mike Brown, the tour guide, is not just doing a job--he's into ghosts! He really investigates his subject and obviously loves it. He brought us around to several haunts and told us about them. I had goosebumps many times! His photos of ghosts at these...",29-Aug-17,50,Creepy!,Old Charleston Walking Tours,Coupedeville1
Mike Brown knows how to tell a great ghost story! My teenage son and I went on his ghost tour and really enjoyed it. We learned new things about Charleston and got to see a side of it we never knew. The stories were backed...,19-Aug-17,50,Scary (but not too scary) Ghost Tour,Old Charleston Walking Tours,Julie M
"I am not much of a fan of ghost tours. This one, though, was excellent. The research I did ahead of time said that Mike Brown's tour was not to be missed. He spoke simply and effectively. Mike carried around a tablet so that, when...",2-May-17,50,You can't go wrong with Mike Brown,Old Charleston Walking Tours,daviddunham2017
"Very enjoyable and informative tour of Charleston history. Mr
Stiles was very entertaining and knowledgeable. Learning how the Civil War played out in Charleston brought history alive.",28-Apr-17,50,Civil War walking tour.,Old Charleston Walking Tours,45Heavenly
"I find ghost tours a very fun way to learn a little history about a historic place. Michael Brown kept us entertained as he led us through interesting and sometimes creepy sites in town. It wasn't particularly scary, but I suppose very young children might...",25-Apr-17,40,Pleasing Terrors,Old Charleston Walking Tours,cpdesigns2017
The walk was nice. The history was unorganized and lacking fluidity in order to retain anything meaningful. The city has much more to offer than was explained on the tour.,18-Apr-17,30,It's ok,Old Charleston Walking Tours,Michele C
"2 hour walking tour. Our guide was Ann Middleton, who was raised in Charleston. Instead of simply walking up and down streets, she led us through alleys and pathways to give us a very complete view of this fine old city, its history, development and...",18-Apr-17,50,"Walking tour of Charleston, SC.",Old Charleston Walking Tours,njhatman
"Mr. Stiles seems so fully enamored of Charleston that he goes to great lengths to play down the plight of the slaves who were traded and who resided there. He does a similar turn with the ""relationships"" between male slave owners and female slaves, describing...",16-Apr-17,10,Mr. Stiles is a bit of a slavery apologist,Old Charleston Walking Tours,federotz
"Mike, our tour guide, was entertaining and very knowledgeable. His research and grasp of historical tidbits is top notch. He has loads of IPad photos to illustrate many of his talking points. Best to do 9:30pm tour as this is definitely more ghostly!! Moved at...",14-Apr-17,40,Just enough creepy stuff to satisfy everybody!,Old Charleston Walking Tours,Serviceprof
"Lucky enough to have had a Charleston Civil War tour with Dennis Stiles. He is,quite simply, the best tour guide I have ever had on the Civil War.He knows his subject and has the extraordinary ability to make his tour come alive. As he talked...",12-Apr-17,50,CIVIL WAR TOUR,Old Charleston Walking Tours,Mary D
This is the best tour ever you should check it out. And there are also podcasts. If you are 4 and older you will love it.,9-Apr-17,50,Best ghost tour,Old Charleston Walking Tours,jj34711
"We enjoyed the tour very much and have also enjoyed listening to his pod cast ""pleasing terrors "" on our trip home.",8-Apr-17,50,Great tour,Old Charleston Walking Tours,Rhonda Y
"We found Michael's tour, Old Charleston Walking Tours, while scrolling through TripAdvisor just like you are, and chose his tour based on good prior reviews. Let me tell you that all those were correct and we had a great experience learning more about Charleston's history....",28-Jun-17,50,WONDERFUL tour!!!,Old Charleston Walking Tours,jordan m
"The late night ghost tour was excellent. Mike was an excellent tour guide, who incorporated his own experiences into the tour. Great historical information. Would definitely recommend!",20-Jun-17,50,Great tour!,Old Charleston Walking Tours,Linseyduo
Great tour. Presenter was knowledgeable and engaging. Great for families. Good props. Would recommend to everyone.,1-Jun-17,50,Great ,Old Charleston Walking Tours,terencecreilly
Mike is extremely knowledgeable about Charleston's haunted history and is great at bringing those stories to life. Would definitely recommend this tour!,29-May-17,50,Old Charleston Walking Tours,Old Charleston Walking Tours,Samantha H
"We were in Charleston and took this tour on 5/20. The tour takes about 90 minutes. As others have said, the tour guide, Mike, was excellent. He really knows how to tell a story, and had some experiences on his own that he was able...",29-May-17,50,Great stories,Old Charleston Walking Tours,Eric T
My mom and I visited Charleston for my 28th birthday. She had never been on a ghost tour so I was a bit apprehensive as to what she would think. It was a slow night so it ended up being just Mike and the two...,23-May-17,50,Best Ghostly Guide I've Ever Had,Old Charleston Walking Tours,KatieJoH
"My wife and I spent a very interesting and enjoyable couple of hours on this ghost tour recently. Mike, our guide, certainly knew his stuff and was very interesting, informative and a great storyteller. We thoroughly enjoyed ourselves and would highly recommend this tour.",17-May-17,50,Very Enjoyable,Old Charleston Walking Tours,Dean W
"Native to Charleston, Mike is definitely one of a kind. Hubby and I have been on ghost tours from St Augustine to San Antonio to Salem and many more in between. The tour with Mike stands out as one of the best! His personal experiences,...",11-May-17,50,More than just a ghost tour!,Old Charleston Walking Tours,Kat-Jeff
Enjoyed the 7:30p tour with Mike and another couple from England. The stories were very interesting and adds to the historical ambiance of Charleston.,10-May-17,40,Very interesting ,Old Charleston Walking Tours,Robin V
We did the Ghost Tour in Oct 2016 with Mike and just completed the Civil War Tour with Dennis Stiles. Both Tours were very interesting and informative. Both gentlemen were extremely knowledgeable and professional. The weather was perfect for this walking event . The pace...,5-May-17,50,Civil war and Ghost walking Tours,Old Charleston Walking Tours,Rabek22
"The ghost tour was a great activity enjoyed by all including 3 kids 10,13,13. We were originally scheduled on a night with an impeding thunderstorm and Mike kindly rescheduled our tour to another night. The 730 was no longer open for the next night so...",6-Apr-17,50,Great ghost tour,Old Charleston Walking Tours,Meredith L
"Regarding the History and Homes Tour. This was an incredible tour. I understand Charleston so much more and appreciate the history and the beauty because of the tour.
Denny was our guide. It is clear that he loves Charleston and knows the history. Denny is...",5-Apr-17,50,History and Homes tour with Dennis Stiles,Old Charleston Walking Tours,mary5555555
"If you appreciate a fascinating tour presented by a true American hero, you'll ask for Dennis Stiles. We've been on a lot of tours in the US and abroad and this is the best- interesting, well presented and thought-provoking. Don't miss this Civil War and...",2-Apr-17,50,Dennis Stiles Civil War and Slavery Tour,Old Charleston Walking Tours,Kim W
"We booked this ghost tour with Mike after reading many of the reviews for the various ones offered in town -- very glad we went with Mike! Although we went in search of some spookiness, we were looking for a tour based in history and...",1-Apr-17,50,Perfect Blend of History and Ghost Lore,Old Charleston Walking Tours,Jennifer C
"Mike does an awesome job! He did an excellent job of mixing history, local lore, and personal experience to provide a very engaging experience. He approaches his tour from a very grounded place, does not try to ""convince"" anyone, but takes the time to research...",29-Mar-17,50,Spooktacular!!!,Old Charleston Walking Tours,Katherine A
"Just did this walking ghost tour...it was our first ghost tour. More history than ghost tales, and was slightly disappointed. It was entertaining, but about 30 minutes too long!",29-Mar-17,30,Just ok,Old Charleston Walking Tours,Wendy M
Mike was very knowledgeable about the local history and you can tell he is very passionate about the local mysteries. We had a good time and return for another tour.,25-Mar-17,50,"Fun walk, interesting history ",Old Charleston Walking Tours,Melissa G
"The places we saw and stories we heard we entertaining, but unfortunately the guide wasn't a very captivating story teller and was kind of monotonous.... It wasn't a bad tour, just didn't keep my attention. Sometimes you just don't click with people!",20-Mar-17,30,Average ghost tour,Old Charleston Walking Tours,Alyssa T
This tour was very informative as well as entertaining. Our guide was very informative with a mix of history and fun facts. I highly recommend this tour!,15-Mar-17,50,Great tour,Old Charleston Walking Tours,stacylinder0790
"I've never done a Ghost Walk before but when I saw they were dog-friendly, I had to try it. Mike Brown did a terrific job and is a compelling speaker. I was surprised at how quiet the city was at 9:30 which provided an even...",5-Mar-17,50,A great tour,Old Charleston Walking Tours,Adventure D
We normally do a Ghost Walk in every new town we stay at. Pleasing Terrors did not disappoint! Mike Brown did a great job backing up local legend with his own research,3-Mar-17,50,Really fun event,Old Charleston Walking Tours,kipwatts
"Dennis Stiles gave a very interesting tour of Old Charleston. He provided a insightful deep dive into the history, culture and architecture of Charleston. It was delightful!",10-Feb-17,50,Awesome Tour... Very Interesting Historical Walk with Dennis Stiles,Old Charleston Walking Tours,Robert A
Our guide Evans was very informative and had very interesting stories about Old Charleston. This is a great way to get to know this historic town up close and personal!,7-Feb-17,50,Charleston Walking Tour,Old Charleston Walking Tours,A TripAdvisor Member
"My wife and I spent a couple of days between Christmas and New Year's Eve in Charleston (first time). We had toured on our own, but decided to book a guided tour in addition, it was well worth it. The group was just us and...",7-Jan-17,50,An afternoon of sights with excellent background information,Old Charleston Walking Tours,Roland S
My husband really enjoyed this tour. I found it a little lengthy to be honest. But it is informative.,1-Jan-17,40,Slavery and Civil War Tour,Old Charleston Walking Tours,TravelingFool88005
First ghost tour! Our tour guide Mike was great! He was very informative and gave a lot of history about the city. The ghost stories were great! Awesome tour! Will definitely recommend to others!,1-Jan-17,50,Great tour!,Old Charleston Walking Tours,Valerie K
"First time in Charleston, I learned a lot about the city and had a great time doing it. The guild Micheal Brown was very informative.",31-Dec-16,40,Enjoyed ,Old Charleston Walking Tours,Ashley D
Tour lasted about 2.5 hours. Learned some fascinating things about Charleston. Our guide Cathy was very knowledgeable and fun. Definitely worth the money.,21-Dec-16,40,Guide knowledgeable and very friendly,Old Charleston Walking Tours,John F
"My friend and I did the civil war and slavery tour. At first, we thought the tour might try to sugar coat some events - but that couldn't be further from the truth.
Dennis took us back to the 1860s and explained all major events...",19-Dec-16,50,3 hours with Dennis taught me more than I could imagine - highly recommended ,Old Charleston Walking Tours,Rousol
This tour is highly recommended! My friend and I learned about Old Charleston Walking Tours on Trip Advisor and were so pleasantly surprised. We took the Slavery and Civil War walking tour with Dennis Stiles and learned a ton. Dennis is one of the most...,19-Dec-16,50,Best walking tour I've done,Old Charleston Walking Tours,Alexa R
"We learned that during the off season, Charleston is pretty sleepy by around 8:30, so we scheduled a ghost tour with Old Charleston Tours to have something fun to do after hours. We chose the 9:30, and luckily, it was still quite warm and very...",30-Nov-16,50,Fun thing to do when Charleston goes to sleep at 8:30.,Old Charleston Walking Tours,Lauren D
"The guide takes you back in time with an eerie walk through historical Charleston! It had all the ingredients for a great evening..humor, fright, and a little learning of history..I would recommend it to everyone.♡",23-Nov-16,50,Ghost Tour,Old Charleston Walking Tours,Cycole
Awesome ghost tour! The guide very knowledgeable about the city and its ghosts. Scared me!! Highly recommend this tour!,17-Nov-16,50,Scary!,Old Charleston Walking Tours,Cristie B
We went on ghost tour called Pleasing Terrors with a tour guide named Mike Brown. He is a native to Charleston and has been giving tours for 20 years. He gives a mix of history and ghost stories and shares about his research and experiences...,15-Nov-16,50,Ghost Tour Pleasing Terrors ,Old Charleston Walking Tours,susantB4099UE
"We, 6 adults, enjoyed our 2.5 hour private tour of mainly the French Quarter of Charleston with Dennis Stiles. He was accurately informed about the writers, poets , musicians and artists and their local history as well as the Revolutionary and Civil War events that...",15-Nov-16,50,Very knowledgable on many subjects,Old Charleston Walking Tours,bellsdell
"Mike is awesome! So captivating and really tells the story. He has clearly done his research so whether or not you believe in ghosts, haunted houses, etc. he explains the stories that have been shared and then gives a logical explanation of why these people...",9-Nov-16,50,AWESOME WALKING GHOST TOUR,Old Charleston Walking Tours,smlagace
Other people in my group were very enthused to do the Ghost Tour (generally not my thing). I have to say the tour was very interesting and included quite a bit of unique Charleston history. It was fun walking around Charleston at night and seeing...,25-Oct-16,40,Ghost Tour from Washington Park at 7:30,Old Charleston Walking Tours,WisconsinGail
"Denny took time to get to know us so he could tailor the tour to fit our interests. We were impressed by his knowledge of local, state and national history that he presented in a charming way. It was our first day in Charleston, and...",14-Oct-16,50,Immerse Yourself in Charleston History,Old Charleston Walking Tours,terribWashington
"Just 5 days ago, while Hurricane Matthew was still in the Caribbean and only a possibility for the Carolina coast, my husband, daughter and I were privileged to share a carefree few hours with Denny Stiles of Old Charleston Walking Tours. Our trip was in...",7-Oct-16,50,Denny IS Charleston at its best!,Old Charleston Walking Tours,Amy J
This was such a fun tour! Walking around Charleston at night visiting the historic sites and listening odd and spooky stories was such fun. The guide is excellent and has such a great delivery with the stories he tells. He has researched the stories and...,6-Oct-16,50,Great ghost tour!,Old Charleston Walking Tours,Nicole H
My wife and I booked the 9:30 pm pleasing terrors ghost tour with Mike Brown. We had a long day and around time to leave I thought about blowing it off. My wife convinced me otherwise and we went. It was a perfect night for...,21-Sep-16,50,I'm very glad I didn't cancel,Old Charleston Walking Tours,The_Mongoose_12
Mike did a great job. It was very interesting and so much fun! Highly recomend! The walk is 90 min but goes quick because you're so intrigued!,18-Sep-16,50,Awesome,Old Charleston Walking Tours,Elissa M
Attended the 9:30pm tour with a large party of 8. The tour was kid friendly and easy to walk. Questions were welcomed by the group and everyone walked away intrigued to learn more about this fascinating city.,12-Sep-16,40,Great Tour,Old Charleston Walking Tours,G M
"I was really excited about this tour, but....
I take advantage of any opportunity I have to learn more about the civil war and visit historical sights, but after spending the first full hour (of a two hour tour) listening to a lot of political...",6-Sep-16,30,"Less talking, more sight seeing...",Old Charleston Walking Tours,Wildflower030
"We did the 9.30pm tour with Mike Brown (Pleasing Terrors). It made us smile how we would be having a normal chat with Mike and then when it came to telling us about a ghost or haunting, he switched to his 'story telling' voice -...",4-Sep-16,50,Awesome approach to a ghost tour,Old Charleston Walking Tours,Tor_Minneapolis
The guide was excellent! I honestly felt he believed in the ghosts he was talking about. I got the chills a couple of times. It was a fun evening.,18-Aug-16,50,Wonderful evening out with friends.,Old Charleston Walking Tours,aak14
"I took the early (7:30 p.m.) 90 minutes ghost tour with Mike Brown. I thoroughly enjoyed the tour which was informative and thought-provoking. There was one young boy on our tour who was scared, but the rest of us were simply fascinated. This is a...",16-Aug-16,50,Ghost Tour - Pleasing Terrors,Old Charleston Walking Tours,Karin K
"My husband brought me to Charleston for my birthday, and this was one of my gifts. We did the pleasing terrors ghost tour with Mike, and it was a great experience. I really enjoy history, so Mike was great at incorporating history into all the...",14-Aug-16,40,Enjoyable Night Out,Old Charleston Walking Tours,dms200912
"It was creepy, great stories, and we loved that we were able to bring our 2 small dogs. Guide was very knowledgable. We loved the tour.",14-Aug-16,40,Great ghost tour and pet friendly!,Old Charleston Walking Tours,HonestReviewNC
"Mike is a GREAT story-teller. I love that he uses history and research to enrich the ghost stories he tells. Very interesting - Keeps you on the edge of your seat!
I've been on several other ghost tours (Denver, Stanley Hotel, New Orleans and Savannah...",12-Aug-16,50,Best ghost tour I've been on,Old Charleston Walking Tours,lcbaines
Excellent walking tour of 'haunted' sections of Charleston . Mike Brown has an exceptional oratory gift with relaying the haunted history of each area! Definitely recommend!,12-Aug-16,50,Ghost Tour,Old Charleston Walking Tours,Lenore S
"My husband and I went on a 7:30 ghost tour with Mike on Tuesday, August 2. Mike's method is to collect stories from locals, and then research locations and names to determine historic context and possible origins and causes of hauntings, and then shares his...",8-Aug-16,50,Actual goosebumps on a sweltering hot evening!,Old Charleston Walking Tours,Jennifer N
"Excellent tour full of interesting stories and history. Guide was extremely knowledgeable and entertaining. Although it is a walking tour, it is not too strenuous to do in the summer heat. Not too scary for families but my teens really enjoyed it!",8-Aug-16,50,Great Ghost Tour,Old Charleston Walking Tours,Shar1234567
"We really enjoyed our 9:30 ghost tour with Mike. He is incredibly knowledgeable, friendly, and a great storyteller. I appreciated this tour especially because of all the research Mike has put into the stories he tells. He's not trying to scare you with cheesy ghost...",4-Aug-16,50,Mike is a fantastic tour guide!,Old Charleston Walking Tours,Erica B
"My wife and I have taken ghost tours in several cities. Mike's tour was as good as any of them. A good ghost tour is not just about spooky stuff, it's about history and storytelling. Mike knows Charleston history and he's an excellent storyteller. I...",4-Aug-16,50,Ghost stories that will stick with you!,Old Charleston Walking Tours,DGoldcia
"Hubby and I took four teenagers, ranging from 13 to 17. They all loved it! Enjoyed it more than a ghost tour we did last year in Savannah. Filled with interesting fun facts about Charleston's spooky past. Mike is an excellent story teller, really capturing...",28-Jul-16,50,Excellent tour! Mike is awesome!,Old Charleston Walking Tours,Stephanie5867
"My husband, myself, and our 13 and 11 year old ehjoyed the tour very much. Mike is very knowledgeable and knew his stuff. He was very easy to understand and tied everything together very well. Would recommend to anyone!",27-Jul-16,50,Great Tour. Thanks Mike!,Old Charleston Walking Tours,Brandyn A
Mike really knew his stuff. His love for history and Charlestown is evident. I was creeped out by his scary Ghost stories and antidotal notes along the way. My 14 year old son was completely enthralled with the horror of this old city.,21-Jul-16,50,Ghost tour,Old Charleston Walking Tours,Cyndi S
"Our tour guide was AWESOME! He really knew his stuff, spoke very eloquently and was easy to understand. He made the stories suspenseful and truly left you hanging on wanting more. Really enjoyed this tour and would recommend it to anyone, local or tourist. Great...",20-Jul-16,50,I'm a local and loved every bit of it!,Old Charleston Walking Tours,A TripAdvisor Member
We went on this tour last week. Information was good but our tour guide was very hard to understand. He spoke very fast and not very loud for the large group and was hard to hear and understand. We have been on many ghost tours...,15-Jul-16,30,Ok Tour,Old Charleston Walking Tours,monaco2611
"I would highly recommend this walking tour! As a historian myself, I really appreciated Mike's attention to detail and story telling ability. You could tell everything was researched, and nothing was cheesy. Very fun!",20-Apr-16,50,Great tour!,Old Charleston Walking Tours,dye22
"We took the tour led by Mike Brown in mid-April 2016 and couldn't be more pleased. Mike reminds me of that college professor that students adore: he makes the subject accessible, fun, fascinating, and leaves you feeling both that you learned something and you want...",20-Apr-16,50,"Smart, funny, educational",Old Charleston Walking Tours,Tim W
This ghost tour had great stories and Mike Brown had tons of information. Would definitely recommend this tour to anyone visiting Charleston.,20-Apr-16,50,Great ghost stories with Mike Brown!,Old Charleston Walking Tours,Lisa D
"Mike Brown of Old Charleston Walking Tours performs one of the best ghost tours on which I've ever been. If you ever take some time in Charleston, you will be pleasantly creeped out! Highly recommended!!",17-Apr-16,50,Wonderfully spooky fun.,Old Charleston Walking Tours,Legshaker1
"Our tour guide Mike Brown was outstanding! Very passionate and knowledgeable as well as entertaining. When the tour was over we were left wanting more, not for a lack of content or enthusiasm, but because it was so fun we wish we could have gotten...",15-Apr-16,50,"An excellent time for those interested in ghosts, history, both or either on its own!",Old Charleston Walking Tours,Steven Y
"Denny, a retired Air Force pilot, was our guide for the Civil War/Slavery walking tour, and he was wonderful! Our two-hour tour lasted 2.5 hours because he had so much to share! (I am not complaining...we enjoyed it!!!) I learned so much about slavery that...",11-Apr-16,50,Very knowledgable guide; great tour!,Old Charleston Walking Tours,b_fromMN
"Tried another ghost tour in Charleston. Met the guide in an abandoned dark square in a quiet part of Charleston for the 9:30 pm tour. This started off the tour on a creepy, scary note. Our tour guide explained to us that he had a...",10-Apr-16,50,Night ghost tour Pleasing Terrors,Old Charleston Walking Tours,IslandBoy1
"Walking through Historic District of Charleston is something you will not see elsewhere. This city is known for their beautiful architectural homes, wrought iron gates and fences. Beautiful gardens and porches which they call the ""Piazza"". You learn so much you would be surprised on...",10-Apr-16,40,Walk and Admire Everything.,Old Charleston Walking Tours,bilasi
I booked this tour after reading reviews on Trip Advisor and glad that I did! Mason was our guide on a Friday night. We had a group of about 16 and could hear him. He was enthusiastic and knowledgeable about the material he was sharing...,10-Apr-16,50,Great tour!!,Old Charleston Walking Tours,egrasser
"It was a very enjoyable 90 minutes. The stories were well paced and so was the walk. The local history is really interesting, whether you believe in ghosts or not.",5-Apr-16,50,Great walking tour,Old Charleston Walking Tours,kxs45
"I was skeptical at first, but the tour with Mike was great. I highly recommend it. If you're looking for something hokey, this isn't the tour for you. Each story is rooted in the history of Charleston and is meticulously researched by Mike, whose curiosity...",4-Apr-16,50,This is the ghost tour you want to go on,Old Charleston Walking Tours,thedude41
"After reading dozens of reviews of Mike Brown's ghost tour the bar was incredibly high...he did not disappoint. It was the perfect blend of ghost sightings with historical facts, sprinkled with humor and 21 years of Mike's personal accounts. The 90 minutes weren't nearly enough....",3-Apr-16,50,Ghost Tour,Old Charleston Walking Tours,LopeyMSU
"Oh my, it was a great tour. The 90 minutes went by so fast. Mike is an excellent story teller. I would recommend to any history and ghost story buff. Definitely a must if you are in the area.",30-Mar-16,50,Wow!!! Great storyteller!,Old Charleston Walking Tours,Tami N
"Our family of four took this ghost tour on a Tuesday night and it was great. The meeting area is pretty dark and spooky and as we were the first ones there, sitting alone in this dark park, my kids & wife were scared before...",24-Mar-16,50,Great ghost tour,Old Charleston Walking Tours,rockstar89
"We had just 1 night in Charleston so this time I chose a walking tour and was not disappointed.
In just over 2 hours our tour guide Denny gave us a very interesting, enthusiastic history lesson with some added humour thrown in!!
Although I thoroughly...",22-Mar-16,40,Excellent History and Homes Tour,Old Charleston Walking Tours,Lisa G
"Mike was very knowledgeable about not only the ghost stories, but the Charleston history and architecture. We went to the 7:30 pm tour and it was dark enough to get into the ghostly mind set. The tour was very interesting and just creepy enough for...",20-Mar-16,50,Fun and Interesting,Old Charleston Walking Tours,LisaTomMollyGaia
"We try to go on a ghost tour wherever we visit
We found a Groupon for this 90 minute Ghost Tour
Taken through a couple stops in the city, there were more stories about ghosts that weren't in the location we were, but at the...",16-Mar-16,30,"Guide was good, but a little disappointed with the stories and the tour",Old Charleston Walking Tours,circlearoundtheworld
We had a fun night out on the streets of Charleston. We learned a lot about different buildings and all that took place in them many years ago - so much history in addition to hearing about the ghosts of Charleston! Mike was a great...,15-Mar-16,50,Great tour,Old Charleston Walking Tours,mommy2four16
We visit Charleston several times a year and have tried many tours. Dennis was one of our favorite tour guides EVER. He was a fount of information on the role of Charleston during this period. We had many questions and he never skipped a beat....,15-Mar-16,50,Civil War and Slavery,Old Charleston Walking Tours,hhijan2016
"We did the ghost tour with Mike. He's a great storyteller and backs up the stories with his own research. You could tell he wasn't just regurgitating a script written years ago, but updates the information he shares to reflect new stories he hears and...",6-Mar-16,50,Great guide,Old Charleston Walking Tours,CelebFan
"We went on a 7:30 ghost tour with Mike Brown. His ghost stories were very entertaining, and I liked the way he kept connecting the personal accounts of ghosts with the history of the buildings and the area. Even our kids (11 and 15) enjoyed...",4-Jul-16,50,Ghost stories and history,Old Charleston Walking Tours,Brian B
Let me first say that I enjoyed this tour. It was informative. I have done ones in savannah so this one doesn't quite do it for me. I will mention the use of the tablet incorporated into the stories was awesome. The reason I gave...,3-Jul-16,30,It was ok. ,Old Charleston Walking Tours,Steven S
Our family did a walking ghost tour with Mike Brown. His storytelling was superb! We highly recommend this tour for anyone who would like an inside look at some of the really cool scary stories. We also recommend doing the 9:30 pm. walk at night....,29-Jun-16,40,Cool ghost history!,Old Charleston Walking Tours,MacFamFive
We took the Civil War history tour with Dennis Stiles. He was an excellent guide . . .we learned so much in our almost 3 hour walking tour. Dennis is very knowledgeable and impassioned. It was interesting to hear history from a different perspective.,27-Jun-16,50,Highly Recommend,Old Charleston Walking Tours,julie b
"We've been on tons of ghost tours, all over the nation. This one was pretty informative, but our tour guide didn't seem to have the passion for the topic like others we've experienced. We had the 7:30 tour with A young man who told us...",26-Jun-16,30,It was ok...,Old Charleston Walking Tours,Kelli_in_GA
Mike Brown was our guide and he had a great way of delivering the story to draw you in. He offered a lot of history about the city and had neat stories. He admits he has never personally seen a ghost but tells of other...,25-Jun-16,40,Neat stories and history of Charleston,Old Charleston Walking Tours,Ali G
We went on the 9:30 ghost tour and had a great time. Mike was incredibly knowledgeable and well-spoken about charlestons creepy history!,24-Jun-16,50,Great ghost tour with Mike! ,Old Charleston Walking Tours,Patty V
"Me, my husband, and our three year old were looking for a family friendly ghost tour on our Charleston vacation. We decided to take Mike Brown's 7:30 ghost tour- it was so much fun! We've never encountered a better story teller who fully draws you...",23-Jun-16,50,Fantastic!!!,Old Charleston Walking Tours,Holly R
The tour was very informative. We wished we could have walked into some of the haunted places we were told about. The tour guide kept our attention and had a lot of interesting things to tell us and the pictures she shared helped too.,22-Jun-16,50,Honeymoon,Old Charleston Walking Tours,Amanda D
We did this on our vacation with our 12 & 14 yr old sons. We had a small group (only 6) which made it really nice. We did a 7:30pm tour with Mike. While it wasn't really spooky the stories were interesting. We really wish...,22-Jun-16,50,Wonderful ghost tour!,Old Charleston Walking Tours,tmmock
Went on the 9:30 pm tour -- Mike was fantastic. Great presentation to set the mood of the tour. Very knowledgeable. A little speculative but shared a lot of the history behind the suspected apparition. Has certainly done his research. Not macabre.,21-May-16,50,Scary but in an intriguing and not macabre way,Old Charleston Walking Tours,jetuva
