content,date,stars,title,company,user
"My young son and I had an excellent visit to Yosemite with our guide, Nathan. He helped us to see a lot of Yosemite that we otherwise would have missed. He was a great companion. I would highly recommend this to anyone who wants to...",29-Aug-17,50,Great visit!,Yosemite Family Adventures,Jeff12345
"My family and I had an absolutely wonderful full day tour with Kevin and this tour company. From the first call setting up the tour to the end of the day, everything went very smoothly and was wonderful! For our family of 4 of different...",28-Aug-17,50,Absolutely wonderful experience!,Yosemite Family Adventures,19642016
Our tours were amazing. My husband and 12 year old twin daughters did two 8-5 day hikes. David was so helpful in planning our trip; he is so easy to talk to and has a great personality. Our guide Kevin was wonderful; he was knowledgeable...,30-Jul-17,50,Yosemite Family Adventures,Yosemite Family Adventures,mmgrimes9
"I cannot say enough about Yosemite Family Vacations! We only had a few days in the park to experience ""it all""--that is exactly what YFA delivered. We spent two wonderful days with Kayla exploring the key spots, some hidden gems, and looking for wildlife. Kayla...",29-Jul-17,50,Amazing!!!!,Yosemite Family Adventures,Nicole K
"This tour was beyond perfect for our family of four, 2 kids (14,12y/o). We booked a 8am-6pm hike on a Sunday. It was a day of ""insider"" hikes and views that we will never forget! Brea was outstanding! She perfectly paced us hiking and showed...",29-Jul-17,50,The only way to see Yosemite...amazing!!!,Yosemite Family Adventures,kelliwp2017
So many places to go. So many things to see. A guide like this really helps you narrow it down to your personal preferences and get all the best pics and views. Kevin was great especially after he gauged our hiking speed with an 8...,28-Jul-17,50,Loved it! Worth the money. ,Yosemite Family Adventures,NoahandBen
"In mid-July, we booked a High Country tour with Yosemite Family Adventures. First, I want to mention that David provided remarkable customer service in advance of our trip. We were skeptical about visiting the high country given the late opening of the road this year....",28-Jul-17,50,High Country Highlights,Yosemite Family Adventures,Voyager2813
We were 4 AARP ladies on vacation in Yosemite and our tour could not have been any more perfect. Our guide was Nathan and he showed knowledge and passion for his job. He was aware of our interests and activity level and was very understanding...,22-Jul-17,50,Custom All Day Tour,Yosemite Family Adventures,cherylsm2017
We had the best time! David was so patient and helpfule while booking our tour and customizing our experience for what we wanted to do. Nathan was our guide and we saw and did so much more than we would have if we had done...,20-Jul-17,50,All Day tour,Yosemite Family Adventures,llheslin
We had a private tour with Kevin and he was excellent. So knowledgeable about he park. Went on a few short hikes and got to see all the sights. He was able to show us things that the general public would not know to look...,18-Jul-17,50,Excellent tour of Yosemite Valley,Yosemite Family Adventures,Jake2014
Had a wonderful day with our guide Nathan. He was very good at answering all of our questions. Nathan took us to all the best places to see without all the crowds. David was very kind to send us to great places while touring on...,16-Jul-17,50,one day tour,Yosemite Family Adventures,scovahey1
The best decision for my family and I made in planning our trip to Yosemite was booking with Yosemite Family Adventures. They made our trip not only simple but truly enjoyable. We could not say enough about Kevin who was our guide. From the moment...,13-Jul-17,50,"The only way to see Yosemite, with Kevin ",Yosemite Family Adventures,FoxboroTom
"Wow, what an amazing 5 days we have just spent with Yosemite Family Adventures. The park is breathtakingly beautiful, but it was the adventures that David (our guide) created, that made the trip exceptional. Being high season, we could have been caught up in crowds...",13-Jul-17,50,Best holiday ever,Yosemite Family Adventures,tmbennett4
"Thank you Kayla (our guide) for creating 'Adventure Island' in our kids memories, and that Fun doesn't have a time limit. Thank you for showing us secret caves, and trails leading to amazing views which we had all to ourselves. Thank you for showing us...",7-Jul-17,50,Four days of Wow!,Yosemite Family Adventures,Kirsten T
"We found Yosemite Family Adventures through Trip Advisor and the overwhelming number of positive reviews really tells you something. We visited the stars with Kayla on Friday night and had a magical experience hunting for shooting stars, seeking nebulas and visiting planets such as Jupiter...",7-Jul-17,50,A tremendous experience!,Yosemite Family Adventures,215DKMM56
"David did an excellent job of accommodating our group of 10 people ranging in age from 10 to 75 years old. He made the tour fun, comfortable and interesting for everyone with varying hiking abilities. His energetic but calming personality allowed him to fit right...",5-Jul-17,50,Excellent Tour,Yosemite Family Adventures,jsouden
"My family cannot thank David (our guide) enough for the wonderful memories we will always have from our week at Yosemite. The details in the planning made everything so stress-free. My kids love David! If you are considering hiring a tour company while at Yosemite,...",30-Jun-17,50,Amazing trip!,Yosemite Family Adventures,A TripAdvisor Member
David was a phenomenal guide. We took our family here to celebrate our 50th wedding anniversary - all 10 of them and it couldn't have been a better experience. Thanks to our superior guide. My husband and I are in our mid 70's and he...,29-Jun-17,50,David makes Yosemite and experience of a lifetime,Yosemite Family Adventures,kmsouden
"My husband, son and I toured Yosemite with Yosemite Family Adventures and had a blast. We saw all the major sights and just loved Nathan our guide. He was so informative and relaxed and all was taken care of. I would recommend this to any...",28-Jun-17,50,Yosemite Tour,Yosemite Family Adventures,Tanya L
"I usually don't give 5 star ratings, there's always room for improvement, but this is one of my few exceptions. This was great! We hit the highlights of what can be done in one day with a family that is as ""city"" as they come....",28-Jun-17,50,Great private tour!,Yosemite Family Adventures,dnp_Trip
"First let me say that David and YFA are the real deal. This is a fully legitimate, best in class operation that you can trust to not only deliver a top rate experience but to look out for your best interests (and your family as...",28-Jun-17,50,Lunch with a spectacular view!!,Yosemite Family Adventures,Mark W
"Just back from California where we spent 4 days in Yosemite, two of which on tailor made guided tours with YFA and our guide wonderful Kevin. What an incredible experience which we all loved, especially our 13 year old twin girls and 8 year old...",26-Jun-17,50,An amazing adventure that was worth every cent!,Yosemite Family Adventures,Pastorgood
"Had a terrific day with our guide Nathan, on a custom tour. He picked us up at 9 am at our hotel just outside Yosemite and dropped us off at 9:30 p.m. We saw the majorette waterfalls and rock faces from a number of different...",2-Jun-17,50,Awesome Full Day,Yosemite Family Adventures,NewYorkScout
"We just finished our Yosemite tour with Yosemite Family Adventures. Kayla was our guide and was great! We saw so much more with her than we would have on our own, and she pushed us to make the most of our short time in the...",2-Jun-17,50,Hiking Yosemite,Yosemite Family Adventures,leslie h
"This was our family's favorite activity in Yosemite! Sky blew us away. Our guide was very knowledgable and nice. Very cold in May, but worth it. Pictures of Jupiter blew us away.",1-Jun-17,50,Star Gazing Tour!,Yosemite Family Adventures,Gypsy J
"The Yosemite Valley day tour was terrific. Our guide, Nathan, was extremely knowledgeable and friendly. We had a full day of sightseeing and saw all the most popular sights and even a few hidden gems. Also - not to strenuous - just enough balance between...",25-May-17,50,Saw the best of Yosemite in the single day tour - we loved it!,Yosemite Family Adventures,Ken J
"My husband is an avid angler and has been fishing since childhood. I am a novice and wouldn't even give myself the title of angler! Our guide, David, took me through a learning progression which I recognized as a very good foundation to learn to...",24-May-17,50,Fly Fishing with YFA Exceeded My Expectations!,Yosemite Family Adventures,Paige M
"My wife urged me to take a few days off and treat myself to some time on the water with a guide. Boy, am I glad I took her advise!
The folks at Yosemite Family Adventures were a pleasure!
Worked with David on the phone...",20-May-17,50,"Great, Memorable Day on the Water with a Wonderful Guide",Yosemite Family Adventures,TheWineGuy2017
"Yosemite Family Adventures offers well planned tours of the Yosemite area. The owner, David Furry and his staff, Nathan and Kevin are knowledgeable, very accommodating and energetic. We were educated about the Yosemite area and our immediate surroundings. We hiked trails that enabled us to...",8-May-17,50,YFA Made Our Trip Awesome!!,Yosemite Family Adventures,marti h
We have traveled a good bit so we struggled with whether to get a guide. What we have found is that if your time is short you need to make the most of every minute while not missing the things you want to see. In...,3-May-17,50,reasons for a guide,Yosemite Family Adventures,roberjb
"Dave and Yosemite Family Adventures were top notch from planning all the way to our goodbye's. They were friendly, fun, knowledgeable, adjusted perfectly to our ability level and made my daughter's an my experience amazing!",18-Apr-17,50,Most Amazing Trip!,Yosemite Family Adventures,cath546
My wife and our 3 adolescent/young adult children traveled from Milwaukee to San Francisco and drove to Yosemite where we rented a house for 3 days. David had warned us before arrival that the main entrance to the park was closed due to road issues....,7-Apr-17,50,What a BLAST!,Yosemite Family Adventures,Herodotos E
"I highly recommend YFA. David is an extremely knowledgeable and trustworthy guide. YFA's the best, and I wouldn't go with anyone else.",27-Mar-17,50,A++,Yosemite Family Adventures,bskim1
"We have a great day from getting off of the bus to getting back on it. the first thing I noticed was the smell of pine seriously nothing can prepare you for it, its such a heavy smell amazing. then the trees, the high cliff...",8-Feb-17,50,a day in the wild,Yosemite Family Adventures,Mike P
My husband and I were visiting Yosemite for a few days and we wanted to explore some areas we didn't get to see the last time we visited about 10 years before. We spent our last full day hiking with David in Tuolumne Grove of...,27-Nov-16,50,Great hiking in Yosemite with David!,Yosemite Family Adventures,manyyearsinaustin
"We had a great time with the guide and owner, learning about the subtleties of fly fishing and experiencing a truly off-the-beaten path experience in beautiful surroundings. David was an excellent guide and teacher. He was extremely pleasant, professional and knowledgable.",17-Nov-16,50,Great fly fishing experience,Yosemite Family Adventures,mattkaufman1
"We had a group of ten guys (4 in their early 60's, 6 in their late 20's/early 30's) so it was a diverse group in terms of hiking ability. We booked 2 tours....an all day tour of Yosemite for our entire group, and a hiking/fly...",31-Oct-16,50,Great Experience- 2 Tours,Yosemite Family Adventures,Swiftpanth
We decided to use YFA to experience Yosemite with my parents for their 50th anniversary. We were limited with time constraints and not knowing anything about the area. We couldn't have been happier with our decision! While we had initially decided to see a few...,23-Oct-16,50,Amazing experience!,Yosemite Family Adventures,lunchbox130
"We booked a day tour with Yosemite Family Tours due to the overwhelming positive reviews. However, I’m sad to report back that my husband and I were highly disappointed by the excursion. First of all I will mention that both my husband and I do...",20-Oct-16,20,Disappointing,Yosemite Family Adventures,KK_Honolulu
"we are two retired couples visited yosemitie at the end of september 2016 for one day, Danika drove us to most of the park magnificent sights and attractions, providing us impressive wide broad knowledge about the park.
many thanks to Danika
idit, ilana, kalman and...",17-Oct-16,50,Danika is a great guide,Yosemite Family Adventures,zvi p
"Our time in Yosemite was limited to two days, so we thought a tour would help us see the most of the park in such a short time. We could not have been more right. Our tour guide, Danaka, knew just how to make the...",3-Oct-16,50,The ONLY way to see Yosemite!,Yosemite Family Adventures,Staci-William G
"If I could give YFA more than 5 stars I would. YFA's David far surpassed any expectations that our family had about our visit to Yosemite, and he helped create a magical and amazing experience that our family of seven will always remember!
Even before...",11-Sep-16,50,Adventure of a lifetime in Yosemite with YFA!,Yosemite Family Adventures,fxc83
"My wife and I recently spent five days in the company of YFA, more specifically our guide Nathan. He picked us up on time from downtown San Francisco and had us in the Park by early afternoon. Despite the unseasonal cold spell (yes, it really...",26-Jun-17,50,A truly fantastic experience,Yosemite Family Adventures,yodastoke
"My in-laws were celebrating their 50th wedding anniversary and decided to take our family of 10, ranging in age from 11 to 75, to Yosemite to experience the park. We could not have had a better experience and much of that had to do with...",25-Jun-17,50,Outstanding!,Yosemite Family Adventures,vince k
Great experience. Highly recommend this company. Nathan had us figured out before we even made it in the park. He gave us a perfect day based on our interests and abilities and introduced us to areas of the park we would have never found on...,24-Jun-17,50,Day tour,Yosemite Family Adventures,JillBowyer
David was a phenomenal tour guide. We have a family of 10 ranging from 11 years old to 76 and all of us had a blast!!! We highly recommend this company and hope to be back someday.,24-Jun-17,50,Day in Yosemite,Yosemite Family Adventures,Mindy K
"Booking our Yosemite visit with Yosemite Family Adventures was the best decision we ever made. Our tours were absolutely amazing. Our tour guide was Nathan and he was the best tour guide we could have asked for. We have two boys, 13 and 11, and...",22-Jun-17,50,An Absolutely Amazing Experience,Yosemite Family Adventures,Nana_1153
"Kayla picked us up at 8 sharp - the early start was key. She had us at Yosemite Falls before the crowds showed up, took us through the valley in the morning, and to Hetch Hetchy in the afternoon (we went to Glacier Pt the...",21-Jun-17,50,The Way to Go,Yosemite Family Adventures,sel57
"Coming off of record rain/snow fall in the winter, we had to visit Yosemite this summer to witness the lush greenery and abundant waterfalls. And with 3 kids, and 1 day allocated to Yosemite Valley, and another day for Hetch Hetchy, I turned to YFA...",17-Jun-17,50,YFA great for families & kids; so many highlights and memories in just one day!,Yosemite Family Adventures,garcus
"Our tour was fantastic. Kayla did a great job showing us hidden trails, etc.
I would not suggest coming to Yosemite without a guide. There are so many tourist and so much traffic, it's hard to get around. Further, the drive from the valley floor...",17-Jun-17,50,Best way to see yosemite,Yosemite Family Adventures,CaptAnnonymouse
"We couldn't have been happier with our experience. Kevin was knowledgeable, and attentive to what we wanted to do in our day with him. He knew how to hit the high points and then some of the local spots as well. Would highly recommend for...",11-Jun-17,50,Great first trip to yosimite ,Yosemite Family Adventures,Robert P
So happy we booked this company and for our tour guide Nathan.we saw everything we wanted to see and he knew just how to get around.. any question our grandsons asked he was able to answer.. they voted this our number one trip !,6-Jun-17,50,Had great 2 days with Yosemite family adventures,Yosemite Family Adventures,patwollensak
We would like to thank YFA and especially Danica for a great day guiding us around Yosemite. The day she had arranged covered everything that we wanted to achieve which probably wasn't easy as we are a family including a 7 and 15 year old....,31-Aug-16,50,Excellent Family Day,Yosemite Family Adventures,Nick B
We have been travelling California in an RV and knew we wanted to spend time in Yosemite. We are so pleased we booked YFA. It made our trip and meant we got so much out of this beautiful area. David our guide is a very...,16-Aug-16,50,Made our trip!,Yosemite Family Adventures,Simon H
"What an awesome experience we had! We were so thankful we booked YFA to be our tour guide for 2 full days (we only had 2 days so we wanted to make the most of them)! Danica, our guide, was simply the best! She took...",15-Aug-16,50,Simply the best experience!,Yosemite Family Adventures,ttarzi
Highly recommend YHA. Met Bryant at our pre-arranged spot and he took over from there! Very efficiently organised and he managed by 3 teenage daughters expectations exceptionally well. Saw some beautiful waterfalls and scenes off the well trodden tourist track. Packed lunch was as ordered...,11-Aug-16,50,Yosemite in a day!,Yosemite Family Adventures,Lesley S
YFA gets my top rating because they listened to what I wanted. I called and told them I wanted a chance at some Golden Trout and to hike a bit to get away from the crowds. Bryant took me to a stream with Goldens. I...,9-Aug-16,50,Fly fishing Yosemite,Yosemite Family Adventures,Patrick F
"Booked a private tour for family of 5 (3 boys aged 9 - 15). Our guide, David, was excellent and he was joined by Virgil who was training to do the job. Organisation was straight forward, picking us up at the stated point on time....",7-Aug-16,50,Excellent customised tour with knowledgeable guide,Yosemite Family Adventures,ajlt682016
"My 8 yr old daughter and I just finished a magical 5 day package in Yosemite with David from YFA. I would recommend YFA without hesitation. I was blown away by David's enthusiam, flexibility, kindness and pragmatism, as well as the fun adventures he organised...",5-Aug-16,50,Absolutely magic - 5 days of family adventures with YFA,Yosemite Family Adventures,annaO2816UJ
"Yosemite Family Adventures is a stellar outfit and I have been completely blown away by their professionalism and customer service. From the outset, when I first contacted YFA, David spoke with me at length on the phone - he paid attention to all the details...",4-Aug-16,50,Fantastic customer service and professionalism,Yosemite Family Adventures,app99
"This was one of our best family trips. David Furry has a true gift of personal intuitiveness and the ability to customize a family trip that kept everyone safe, happy, entertained and historically informed. This is a trip of a lifetime and with David's tour...",2-Aug-16,50,Our trip with David Furry,Yosemite Family Adventures,kristinwest
We had a great time in Yosemite in the day tour. Elisabeth gave us wonderful information with genuine enthusiasm. We were able to cover all key spots. We had a relaxing swim time which was great. Going with someone local like the Yosemite Family Adventure...,30-Jul-16,50,Education Fun Experience ,Yosemite Family Adventures,KingCam
"My friend and I have just completed a 5 day package with YFA and in short, it was a truly memorable time made even more so by our guide David. We are convinced he is a walking encyclopaedia with extensive knowledge in flora, fauna, wildlife,...",30-Jul-16,50,Amazing guide and breathtaking scenery.,Yosemite Family Adventures,divinity54
"We were a group of three families, nine of us in all ranging in age from 6 yrs. - 74 yrs. old, each of us hoping to be engaged, learn and experience Yosemite National Park. None of us had ever been there before and with...",26-Jul-16,50,Breathtaking! No need to hesitate with Yosemite Family Adventures!,Yosemite Family Adventures,westrige40
"We had the most spectacular day fly fishing with Bryan. He was patient, kind, informative, knowledgeable and provide us with an incredible day! I highly recommend this company and especially Bryan! Thank you.",24-Jul-16,50,Fly fishing,Yosemite Family Adventures,Alaina L
It was our families first visit to Yosemite National Park. This was a full day customized trip. David was our guide and he was great with our teenage boys. He met us promptly in front of our hotel with a big smile. We were able...,22-Jul-16,50,Best Day of our Vacation!,Yosemite Family Adventures,D_and_B617
"We're a family of 4 (kids ages 12 and 8) had an absolutely fantastic day in Yosemite thanks to Yosemite Family Adventures. Our guide was David, and he brought guide-in-training Virgil with him. Both really great guys who were fine company for a day that...",21-Jul-16,50,Fantastic Tour!,Yosemite Family Adventures,john s
"Elizabeth was our guide and she was patient and fun with my 14 and 11 year olds. Our schedule was tight and she made the most of our time! We hiked, saw amazing views, learned a lot about the area and Elizabeth worked super hard...",19-Jul-16,50,Incredible family adventure! Best day of our trip,Yosemite Family Adventures,sarahfamily2016
"As a group of 4, we had a fly fishing trip scheduled for 3:30, and our guides never showed up. I understand that things can happen, but not answering our calls or even giving us an email is beyond inconsiderate. Definitely would not recommend.",13-Jul-16,10,Terrible,Yosemite Family Adventures,Gt G
"Two weeks ago, my husband and I had only one day in Yosemite National Park and didn’t want to miss a thing so we booked a full-day tour. I was a little bit anxious about spending the entire day with a stranger but as soon...",13-Jul-16,50,I had the best day of my life with Yosemite Family Adventures!,Yosemite Family Adventures,jenguin2016
We only had a few days in Yosemite and so decided to go for this tour and we are so glad we did. We saw places and did things that we would never have done on our own. David knows those little extra places the...,12-Jul-16,50,One of the best days of our holiday,Yosemite Family Adventures,brighton50
"This was a full day experience with David and he did an outstanding job show us, a family party of 11 a great time. We ranged in age from 11 to 73 and in between. We had a fine vehicle to get around in --...",5-Jul-16,50,One of the Highlights of our vacation,Yosemite Family Adventures,rollinsthomas
Our guide was ready waiting and the process was very smooth. The personal touches from water bottles in the car to extremely helpful office staff made this a great trip. Our guide altered our hike on the spot to take us to other sites he...,4-Jul-16,50,Amazing hike and falls,Yosemite Family Adventures,309tina
"We booked YFA for two days of sightseeing & hiking. Our guide was Bryant (a.k.a. ""Moose"") for the first day and Elizabeth for the second. Both of the guides were just outstanding. Super friendly, patient, flexible. We literally changed our plans during the day as...",27-Jun-16,50,Exceeded my expectations!,Yosemite Family Adventures,Doug W
"Our guide was David. He picked our group up on time at our lake house and took us into the park. He asked us about what we had done already, what we were interested in seeing, and about any physical limitations any of us might...",23-Jun-16,50,1 Day Park Tour,Yosemite Family Adventures,Jim B
Our group of 9 visited Yosemite National Park for our daughters' graduation trip. One of our group had seen YFA's rating on Trip Advisor and booked an all day tour. We expected to see beauty. We expected our Guide to be smart. What we got...,22-Jun-16,50,Best Graduation trip ever!,Yosemite Family Adventures,JBBinVA
"Our group of 9 had a fantastic time with Dave visiting Yosemite. We went to San Francisco, Napa Valley and then Yosemite. Every single one of the group said Yosemite was the best day of the whole vacation. David picked us up exactly at 9...",22-Jun-16,50,Group of 9 - Fantastic Time,Yosemite Family Adventures,angela w
"My husband, two kids (ages 11 and 7), and I did a full-day tour of Yosemite with Dave. It was amazing. Not only did we get to see all the major points of interest from Glacier Point to Taft Point to waterfalls and hiking trails,...",14-Jun-16,50,Family of four trip to Yosemite,Yosemite Family Adventures,Allison D
"More than just a company doing their ""job"" - they truly made this a GREAT EXPERIENCE! They were so accommodating for us from setting everything up to being able to pivot to alternative sites for us to experience because of the weather conditions. This is...",12-Jun-16,50,Great Experience,Yosemite Family Adventures,K529ENmike
"My husband, 8 year old daughter and 10 year old son did a 1 day ""highlight tour"" and a half day fly fishing trip. I cannot say enough great things about our kids. On our day trip, our guide was Moose (Brian). He is a...",10-Jun-16,50,Yosemite Day Trip & Fly Fishing with Kids,Yosemite Family Adventures,Wilo2006
We are so glad we booked guides for our 2-adult full day hike and for our family day. In each case our guide expertly crafted our hikes and helped us make the very best use of our precious time. As a wonderful bonus they helped...,31-May-16,50,Day hiking,Yosemite Family Adventures,epmhouston
"Family of 5, 2 Adults and 3 Children ages from 7, 10 and 12. Taken off the beaten track to enjoy Caves, Waterfalls close up and amazing views of the park.
Initially on booking thought it was expensive but worth every penny!!
My youngest does...",31-May-16,50,"First time Family vist to Yosemite, Amazing Experiance, Amplified only by this company!!",Yosemite Family Adventures,Neil P
"What a wonderful private tour! We spend a full day enjoying Yosemite National Park with Yosemite Family Adventures! Our guide was extremely knowledgable and his relaxed personality made him feel like part of the family! We got to see the Giant Sequoias, Yosemite Falls and...",28-Sep-15,50,Best Private One Day Tour Ever!,Yosemite Family Adventures,Ashley Z
I was so impressed with our tour guide. He fit in as much as we could see and hike in one full day as was possible. He was so knowledgable about the area which made the day even more interesting. His dynamic personality and knowledge...,23-Sep-15,50,One-day Yosemite Tour,Yosemite Family Adventures,pmmfox
"I wanted to propose to my girlfriend in Sentinel Dome and Yosemite Family Adventures was the only company that was able to help me propose just the way I wanted. In the end, the whole experience was beyond what I expected and I would recommend...",2-Sep-15,50,Beyond what I expected!,Yosemite Family Adventures,Kinan T
"We had a jam-packed day with David, starting at 8am and ending at 10pm. We started with El Capitan and David was extremely knowledgeable about its importance in the history of mountaineering. Even our teenage kids were fascinated to hear his stories. Panning for gold...",27-Aug-15,50,Best day ever! Worth every cent!,Yosemite Family Adventures,Clare N
"This company did an amazing job of making our trip to Yosemite spectacular. The majority of our group was Chinese speaking only. Even with the language barriers and cultural differences, they did so much to accommodate us. Both of our guides were very down to...",25-Aug-15,50,Amazing job!,Yosemite Family Adventures,josh_mar_china
"We have to thank David for giving us the best experience possible in Yosemite! Having picked us up, we immediately felt at home with him. Fly fishing was first on the agenda, but we were given options as to where we wanted to go. And...",22-Aug-15,50,Amazing way to see Yosemite!,Yosemite Family Adventures,Magda H
