content,date,stars,title,company,user
Tracy and Luke were awesome drivers/bartenders/DJs! The experience was so fun and it gave us a good look of the whole Broadway strip. Definitely worth the price!!,6-Aug-17,50,Highlight of Bachelorette Weekend,Sprocket Rocket Party Bike,foodlovinliz
Ask for Nicole and Ross!! Such a fun day! Bachelorette party was a success with their help. Toured all broadway in the most fun way!!,5-Aug-17,50,Bachelorette,Sprocket Rocket Party Bike,A TripAdvisor Member
Great time Dan and Crisee were our fantastic hosts. Excellent way to see downtown Nashville and interact with all the people walking around. Would highly recommend the experience and our hosts!,28-Nov-16,50,Highlight of our trip,Sprocket Rocket Party Bike,Honorail
Having an awesome time on the Sprocket Rocket with Daniel & Chrissy!!! They're the best!!! So much fun!! 👍🍻🎉,27-Nov-16,50,Great time!!,Sprocket Rocket Party Bike,A TripAdvisor Member
"Great way to see Nashville and have fun and drink! Awesome time!
Met some friends and had a great time!",26-Nov-16,50,Good times!,Sprocket Rocket Party Bike,Barry A
"The ""driver"" and the bartender were very friendly and attentive. The party bike is a great way to meet people and see the city....and active too!",20-Nov-16,40,Fun way to socialize and see Nashville,Sprocket Rocket Party Bike,dewildlions
This past friday we rode the sprocket rocket and it was definitely the highlight of our trip to nashville. You get to see the strip of bars on broadway and everybody wants to be you when they see you drive by. SO much fun! Ryan...,20-Nov-16,50,Ryan and Alyssa,Sprocket Rocket Party Bike,brianmduval1973
Ryan and Crisee are so freaking great. We had the time of our lives. Going to do it a gain next year. Never wanted to stop!!!! It's seriously amazing.,19-Nov-16,50,Yes!,Sprocket Rocket Party Bike,Baylee C
The most amazing person ever!!! Crisee made our pedal tour so fun!!! She danced with us and handle all my crazy sorority sisters!,19-Nov-16,50,Crisee!!!!!,Sprocket Rocket Party Bike,Tess O
Chrisee is the best dancer I've seen in Nashville ! Ryan is fun too! Both super nice great way To see the city,19-Nov-16,50,Bike tour ,Sprocket Rocket Party Bike,Amanda M
Awesome company made our ride so fun and enjoyable ☺️ will definitely comeback. Ryan and Crisee are the bomb.com,19-Nov-16,50,Ryan and Crisee,Sprocket Rocket Party Bike,Ashlee O
"Ryan & Crisee are great! Most fun we've had in Nashville! Thanks so much for a great time!
Much love💯",19-Nov-16,50,#lastthrillinnashville,Sprocket Rocket Party Bike,skyeesmithh
"Did this with a group of girls for a bachelorette party, but I would recommend for any group! This was definitely the most fun we had throughout our entire weekend in Nashville :) Our driver and bartender were awesome and made sure we all had...",13-Feb-17,50,Must do!! ,Sprocket Rocket Party Bike,maebrake
"If you do not engage in physical activity at least one day a week then you will definitely break a sweat. You continuously are biking up and down hills of Nashville while drinking. The music is great, the bar tender is great. You have to...",9-Feb-17,40,Definitely an Experience!,Sprocket Rocket Party Bike,Christiana P
"Shawn and Tracey provided a fun time. From the moment we got there, they were engaging and fun. Great music, great laughs! We were grouped with a bachelorette part which was fun. They take all the pictures for you. Weather was perfect the day we...",30-Jan-17,50,"Biking, drinking, and touring!",Sprocket Rocket Party Bike,middwestsunlover
Ross and Allyssa were phenomenal and fantastic!!!! And very accommodating!!!!!!! We loved riding with them!!!!,10-Dec-16,50,Great,Sprocket Rocket Party Bike,Casey S
"Jess and Dan are absolutely amazing ! We came to town for a 30th birthday party and they def did not let us down! We appreciate the tour and the best bartending service , I will be back to visit again for sure !!!! Thank...",10-Dec-16,50,Excellent booze and bike tour !!!!!!! ,Sprocket Rocket Party Bike,greenbme
Thanks to Dan and Jess for being amazing. Great time. Definitely recommend this. Do it! They take you around the city of nashville. Great time!,10-Dec-16,50,Sven's Dirty 30,Sprocket Rocket Party Bike,Anthony R
I surprised my boyfriend with this trip to Nashville for his 30th bday. I had our 2 best friends meet us and the cherry on top was taking the sprocket rocket ride!! Daniel and Jess were phenomenal! This ride couldn't have been any better; the...,10-Dec-16,50,Svens Dirty 30 ,Sprocket Rocket Party Bike,maria b
"We had Jon as our driver/DJ and Crissy as our bartender/photographer. Both were super nice, gave great recommendations and just overall great time'",3-Dec-16,50,Great time with Bachelorette friends ,Sprocket Rocket Party Bike,Lisa5281972
Best peddle bike ever! Super fun and a big party. Ask for Jess and Daniel because they are the best! If you choose a different company you're missing out,3-Dec-16,50,Must do,Sprocket Rocket Party Bike,anruxer
Best party bike in the us. Best city and best host. We love jess and Daniel!!!! You have to do this. It was my favorite part of Nashville!!!!!,3-Dec-16,50,Must ,Sprocket Rocket Party Bike,Anna H
Ryan and crisee are AMAZING! They'll keep a smile on your face the entire time. Crisee is a perf bartender and ryan is a great dj and comedian :),19-Nov-16,50,Nashelorette,Sprocket Rocket Party Bike,Amanda B
Came here with a group of 8 girls for my friends bachelorette and Ryan and crisee made our trip so much more memorable we had a blast!,19-Nov-16,50,Ryan and Crisee!!,Sprocket Rocket Party Bike,cmcosper
"That were so freaking supercalafragalistivespiladocious, that we had an amazingly great evening. Thanks!",18-Nov-16,50,Alyssa and Ryan,Sprocket Rocket Party Bike,Amanda S
Are awesome! We had a great time. Good music and fun atmosphere. Alyssa is the best ever! And 100 characters is crazy!,18-Nov-16,50,Alyssa and Ryan!,Sprocket Rocket Party Bike,Michael H
"Dan and jess was awesome!!!!!!!!! Great play list, great company, fun time through Nashville! !!!!!!!!!!!!!!!!!!! Would tell everyone one to do this................................lots of fun, great trip.........................",18-Nov-16,50,Fun family trip,Sprocket Rocket Party Bike,Cheese40
Had a great time. Dan and Jess were so much fun! I recommend this to everyone visiting Nashville. A great way to see the action and be a part of it.,18-Nov-16,50,Granddaughter's 21st birthday,Sprocket Rocket Party Bike,AJA396
This was the best thing in nashville!!! They were the bomb!! So much fun! Music was awesome and always had drinks! Love it,18-Nov-16,50,Alyssa and Ryan are AWESOME,Sprocket Rocket Party Bike,Kyla W
Ryan and alyssa were awesome! So fun rent these! So easy and everyone loves watching this! Broadway is such a party this way!!!!!,18-Nov-16,50,Ryan and Alyssa were awesome!,Sprocket Rocket Party Bike,joliver13
"So so much fun with Adam and Crisee!!! Great music, played all our favorites!!! A must do in Nashville for sure.",18-Nov-16,50,Great girls trip experience ,Sprocket Rocket Party Bike,beckyjbis1832
"Ryan and A-Town were awesomely fun the whole time. we had such a great time pedaling around nashville and we easily the best pedal bar on a busy friday night.
all the props too ryan and alyssa though!",15-Nov-16,50,Amazing!,Sprocket Rocket Party Bike,tadams279
"12 friends , sunny Saturday afternoon, well stocked and organized drink selection ( byob with our names on the pre mixed cocktails) funny and kind driver Shawn chatted us up before we hit the streets, then came the hammer....Chrisy. Not sure if the tour prior...",1-May-17,30,First impressions are important....,Sprocket Rocket Party Bike,Colleen M
Just got back from my evening out. Had an amazing time with Nick and Mary. They did an excellent job hosting us for the evening. Would highly recommend doing this if you have a couple of hours.,28-Apr-17,50,Amazing experience,Sprocket Rocket Party Bike,Ryan R
So much fun with friends during a weekend in Nashville. Includes a bartender/photographer. Played great music and highly recommend. Do have to provide your own alcohol and is somewhat pricey but worth it.,24-Apr-17,50,A blast,Sprocket Rocket Party Bike,Emily H
Sprocket Rocket has earned my 5 star review and if I could give it 10 I would. My two girl friends were on a girls weekend trip from Canada and while sight seeing we lost track of time. We had left all our alcohol back...,23-Apr-17,50,Above and Beyond! So much fun!,Sprocket Rocket Party Bike,Carly K
We did a family golf cart tour and had a teenager and seven year old. This was such a great way to see the city and our tourguides were the best. So knowledegable and went out of their way to show us all the sites....,20-Apr-17,50,Golf Cart Tour,Sprocket Rocket Party Bike,TMC531
"Definitely the best part of my trip! We were on board with Ryan and Crisee. Music was awesome, drinks were always full, tons of great pictures! It was the perfect way to kick off the night!",11-Apr-17,50,Getting The Party Started!,Sprocket Rocket Party Bike,LilKimmy9882
This was a blast. I would do it again anytime. Our whole group loved it. Ryan was an awesome driver and Crissee was a blast. Our drinks were never empty.,10-Apr-17,50,So much fun,Sprocket Rocket Party Bike,dminella44
Our group of ten reserved a sprocket rocket bike and had a great time biking around the downtown area. The meeting location is close to downtown and you BYOB. A few of our group don't drink but they had a great time too. there is...,9-Apr-17,50,Just a hoot!,Sprocket Rocket Party Bike,L R
This was my first trip to Nashville and the Sprocket Rocket Party Bike made this weekend amazing! I traveled to Nashville with 15 other women for a best friend's bachlorette weekend and our first night was spent cycling through Broadway looking for man buns and...,3-Apr-17,50,Wish we did it every night!,Sprocket Rocket Party Bike,Cait M
My friend and I were just in Nashville over the weekend for our second time. We saw the peddle taverns the last time we visited and wanted to try it out. We are so glad we chose Sprocket Rocket! It was so fun!!Also Abbie and...,2-Apr-17,50,Loved sprocket rocket!,Sprocket Rocket Party Bike,Becca O
Recommended for a fun way to see the strip area of Nashville. Overall very well done and I highly recommend.,23-Oct-17,50,Very enjoyable time,Sprocket Rocket Party Bike,Andy F
This was the first party bike ride with 5 girlfriends. We were on a ride with 16 women. It was a blast! Weather was great and sun setting highlighted Broadway lights. Great way to party. Highly recommend,22-Oct-17,50,So much fun!,Sprocket Rocket Party Bike,Margo O
"What better way to day drink and workout simultaneously? It just doesn't get any better than this. Hopefully you'll be placed with a fun group that likes good music, so you can dance like there's tomorrow as you pedal and drink around Nashville. Bring your...",16-Oct-17,50,"Biking in the front, party in the back",Sprocket Rocket Party Bike,Brightorigin
"We wanted to do a tour of Nashville and we chose the ""golf cart"" to do so. Christian was so much fun and was very knowledgeable about Nashville. We had the best time and we will pick Christian again when we come back for a...",15-Oct-17,50,Christian is AWESOME!,Sprocket Rocket Party Bike,KGMomma
We had more fun than we expected on the tour with Danny and Chrissy. Our group of 10 booked the entire bike -- and had a blast. Is it super touristy? Absolutely. But it was totally worth it.,7-Oct-17,50,Fun with a group,Sprocket Rocket Party Bike,Tracy S
We had a bachelorette group of 12 for Saturday morning tour with adam and jenny. had so much fun! I did not know what to expect but it was a blast. after 90 minutes I did not want to get off the bike. you byob...,2-Oct-17,50,MORE FUN THAN EXPECTED,Sprocket Rocket Party Bike,gizmogaga
"We heard of this through a friend in our home state, and we are so glad we did. We had 4 couples that went on this trip and we booked it like a month ago . Jenny/Danny were our driver with Christian training. They were...",23-Sep-17,50,Such a Blast,Sprocket Rocket Party Bike,Patrick C
"We had a group of 16 to take the bike out with Shawn and Jess. From the moment the great music started, we were ready to go. We had nonstop fun! The only problem was that we severely underestimated how much beer we would need...",20-Sep-17,50,So much fun!!,Sprocket Rocket Party Bike,BettyBoop023
We did this for a bachelorette weekend on our first day- SO much fun! Cool way to see the city and everyone was super nice!,19-Sep-17,50,Such a fun way to see Nashville!,Sprocket Rocket Party Bike,Emily R
"Sat in the back as there weren't any pedals to ride and it was awesome. You have to bring your own drinks, sign a waiver and off you go. Megan was our bartender who kept our drinks cold and Ryan ""drove"" the rocket. Great music...",17-Sep-17,50,"Didn't Want to Do It, But So Glad I did!",Sprocket Rocket Party Bike,BrissleGirl66
"Disappointed that we have not seen any pictures on FB. If we would have known that we would have took our own! Also made several attempts to get personal belongings back but no luck.
Adam and Abby were a lot of fun. BYOB, good music...",15-Nov-16,40,GBP Fans had a GREAT time! BUT,Sprocket Rocket Party Bike,Jody C
"We were in Nashville for the Packers Vs Titans football game in November. We had an absolutely great time on the bike tour. The tour guide and bartender were a lot of fun. However, they told us that they would take pictures and post them...",15-Nov-16,30,"Great fun, but a few disappointments ",Sprocket Rocket Party Bike,TerryJo65
I am a Nashville native. I have seen these things everywhere in Nashville but never actually thought to do one myself. My girlfriend wanted to do one for her bachelorette party. We had a blast!! You BYOB. The seats are very uncomfortable (they are bike...,14-Nov-16,50,Bachelorette Party,Sprocket Rocket Party Bike,Brooke B
"Caityn and Crisee were the best hosts of Nashville. We couldn't have had a better time. These girls were showed us the best time, dj, bartender and driver! Keep the fun coming ladies!",14-Nov-16,50,Awesomeness,Sprocket Rocket Party Bike,timmyj1977
So fun. Caitlyn and Crisee are the bomb. What a fun time. Don't forget to drink at every red light. Great fun evening,14-Nov-16,50,Great evening out ,Sprocket Rocket Party Bike,Caroline C
This was by far our favorite pArt of the trip. Caitlyn our driver and Krissy our bartender were absolutely amazing. They made it definitely worth wild. They offer so many things that keep you interacted with both the people with you and the people walking...,14-Nov-16,50,Weekend!,Sprocket Rocket Party Bike,Colleen H
"Caitlyn and Crisee are amazing. We have had an amazing time with these girls! They know how to bring the party and keep it going!! They can bartend, DJ, drive and dance!! Never a dull moment. We will be back again and will request these...",14-Nov-16,50,Fun,Sprocket Rocket Party Bike,dcmt2004
Caitlyn and Krisee are the best! This pedal bar is the best one in Nashville! The music was awesome and the bouncer/bartender did a great job!,14-Nov-16,50,Best pedal bar in Nashville!,Sprocket Rocket Party Bike,Josh C
What an unbelievable time. There were 8 of us on a girls weekend. Some of us were a little reticent because of the cycling involved. They should never have worried. Yes was it a work out at time - but not a big deal. We...,13-Nov-16,50,Great Ladies Trip,Sprocket Rocket Party Bike,blondeparrothead
Jon and Crisee were the bomb dot com. Lots of shenanigans were had thanks to our wonderful guides. Would definitely recommend!!,13-Nov-16,50,Bike tour,Sprocket Rocket Party Bike,laumer_11
My friends and I had so much fun in this tour! Our tour guides were fun and friendly and definitely made it a better experience. Shout out to Emily and Caitlyn! We stopped at acme feed and seed to get some drinks and to take...,13-Nov-16,50,Best time ever! ,Sprocket Rocket Party Bike,KT O
Jon and Crisee are great!!! The tour is great and so much fun! You pass by cool parts of Nashville and get to experience the city!,13-Nov-16,50,:),Sprocket Rocket Party Bike,Becca S
The best party bike around!!! Chrisee and Jon were so much fun!!!! Can't wait to do it again in may!!,13-Nov-16,50,Great time,Sprocket Rocket Party Bike,Sarah F
amazingggggggggg experience!!!! Jon and crisee were super great! so fun! 🍾🍻😏 they were so fun and made the trip so great!,13-Nov-16,50,Jon with Crisee,Sprocket Rocket Party Bike,jmcld16
This was awesome!!! Daniel and Tracy at the boooooooomb!!!! I highly recommend it!!!! Bachelorette party blast!!!!,12-Nov-16,50,The Best!!!,Sprocket Rocket Party Bike,Jennifer G
The pedal bike tour was so much fun! Dan and Tracy were awesome and made sure we had a great time... Thank you!,12-Nov-16,50,Awesome!!,Sprocket Rocket Party Bike,Kfehn22
Two words. Daniel and Tracy. So awesome ! We did this for my bachelorette and it was a blast. Highly recommended and request these two ! Thanks so much sprocket rocket ! RED LIGHT!,12-Nov-16,50,My. Bachelorette. ,Sprocket Rocket Party Bike,MarisaRX
Daniel and Tracy were amazing!!! Such a great time!!! If you want to have fun with your friends this is the thing to do!!!,12-Nov-16,50,Marissas Bachelorette,Sprocket Rocket Party Bike,jaygirl222
"Best time!! Tracy and Daniel were awesome!!! Eleven of us had a blast!! Music, drinks, peddling! Nashville fun!",12-Nov-16,50,Bachelorette party,Sprocket Rocket Party Bike,dmccoy9944
"One of the funniest times we have ever had...picture yourself pedaling, drinking your favorite cocktail as you sing your favorite tunes at the top of your lungs. Chrissy and Adam are the Best of all the Rest",12-Nov-16,50,FUN,Sprocket Rocket Party Bike,Cuddles816
Ryan and crisee are awesome! Great party bike traveling around the city. Fun and upbeat time with friends,19-Nov-16,50,Party!,Sprocket Rocket Party Bike,karliecox
What a blast! They kept us so motivated on pedaling and having the best bachelorette party! Highly recommend!,19-Nov-16,50,Ryan and Chrissie,Sprocket Rocket Party Bike,Sophie M
Crisee and Ryan showed us the best time!! Would definitely do it again. Hook em horns 🤘🏻 bring Nashville more Texans :),19-Nov-16,50,Karlie's bach party,Sprocket Rocket Party Bike,Morgan E B
Daniel and Kristen rock! This is a must! This was so much fun. Awesome for all ages! Cannot say enough. Some people say it's a tourist thing but IT IS SO MUCH FUN. If you like to have fun and want something to create a...,19-Nov-16,50,Have to! Nashville must! ,Sprocket Rocket Party Bike,Jennifer K
Crisee AND Ryan were phenomenal! They made it so much fun and I would highly recommend them to anyone traveling bachelorette style! They played great music and I would absolutely do it again with them!,19-Nov-16,50,Nashelorette,Sprocket Rocket Party Bike,kaleshia c
Best sprocket rocket tour guides in the game! MVPS RYAN & Crisee fo sho!!!!loved doing this with the best!!!,19-Nov-16,50,Amanda's bachelorette ,Sprocket Rocket Party Bike,jenniemarie22
"Dude, Crisee and Ryan are amazing!!! They are the perfect duo and would recommend them to ANYONE. Five stars!",19-Nov-16,50,Bachelorette,Sprocket Rocket Party Bike,Erin B
"Down here for my friend Amanda's bachelorette party Ryan is our driver and Crisee is our Bartender , they are amazing , five stars recommend it to anyone coming to Nashville Tennessee! Fun for all, best time ever, it was the highlight of our morning!!",19-Nov-16,50,Nashelorette,Sprocket Rocket Party Bike,Cheline A
Crisee and Ryan are amazing and so much fun!! I will recommend this to everyone I know!! Such a great way to see the city,19-Nov-16,50,Bachelorette party ,Sprocket Rocket Party Bike,Pamela R
My introduction to Nashville was made thanks to Crisee and Ryan. I couldn't ask for a better chaperone/ tour guide/ dj/ bartender. I will be telling every person I know to request these folks.,19-Nov-16,50,Best experience ever!,Sprocket Rocket Party Bike,Benita G
"Tracy and Dan rock, they made the trip so fun. Such a great time, highly recommend. Great for a group of friends. Really don't have to peddle all that much.",12-Nov-16,50,Tracy and Dan rock,Sprocket Rocket Party Bike,Brett W
Tracy and Dan were awesome. Good times! Highly recommend making this apart of your trip to Nashville,12-Nov-16,50,Packer game party,Sprocket Rocket Party Bike,Robert F
Loved the energy and fun provided by Ryan and Crisee! This was such a fun way to drink through downtown (especially when there were lines to get into bars)!,12-Nov-16,50,So. Much. Fun!!!,Sprocket Rocket Party Bike,VacayLover621
"Such a great time with Ryan and Crisee, They make it a blast, would definitely come back. Cater to all of your needs. Friendly and Fun!",12-Nov-16,50,Amazing Time,Sprocket Rocket Party Bike,jpod14
Ryan and Crissee are great!! Fantastic music and amazing time!! Loved it!!! Played the music we wanted and super friendly!,12-Nov-16,50,Great time!!,Sprocket Rocket Party Bike,Tara R
Amazing time with Crisee and Ryan on the Sprocket Rocket!! They are amazing!!! Go Pack Go!! Well worth the money!! They do an awesome job!,12-Nov-16,50,Sprocket Rocket,Sprocket Rocket Party Bike,Lisa P
"Must ask for Ross W & Jon...... for the most fun adventure ever!!! Your drink glass will never be empty and fun will stay a flowing! Awesome time and supper deal for the money, so strap on your boots and let's go party...",12-Nov-16,50,Katie's Bachelorette Party 2016,Sprocket Rocket Party Bike,MsBamaGal
Daniel and Traci are the best! We had such a good time on our pedal ride. They entertained us and played great music!,12-Nov-16,50,Amazing ride!,Sprocket Rocket Party Bike,Andree S
"Best attraction in downtown Nashville! Super fun, great way to see the city. Ryan and Crissie are the best driver and bartender. So fun!!!!",12-Nov-16,50,Do it!!,Sprocket Rocket Party Bike,Annie B
"I was super hung over before I started riding the party bike but with the help of Ryan and Crisee I was able to rally through it! Ryan's stunning good looks and Crisee isn't too bad herself, made me forget about how awful I was...",12-Nov-16,50,"Not here for a long time, just here for a good time!",Sprocket Rocket Party Bike,Cheyanne K
Crisee and Ryan are awesome!!!! Great time!!! Must do in Nashville TN!!!! Do it or loose it!!!!! Sprocket rocket baby!,12-Nov-16,50,Great time! ,Sprocket Rocket Party Bike,Becky K
"Ryan and Crisee are the best!!!!! A must do if you're in Nashville!!!!! 100% the best time ever!!!!!! Great music, great service, great time!!!!",12-Nov-16,50,Sprocket rocket is the best! ,Sprocket Rocket Party Bike,Erin K
